t,a/a0
3.0170636517027987e-06,-0.864683373379725
3.0350223639153153e-06,-0.863120204324235
3.052981076127832e-06,-0.861247869743541
3.0709397883403484e-06,-0.85906767415653
3.088898500552865e-06,-0.856581031567359
3.106857212765382e-06,-0.853789464723297
3.1248159249778986e-06,-0.850694604334584
3.142774637190415e-06,-0.84729818825665
3.1607333494029317e-06,-0.84360206063509
3.1786920616154483e-06,-0.839608171013759
3.1966507738279653e-06,-0.835318573406411
3.214609486040482e-06,-0.830735425332268
3.2325681982529984e-06,-0.82586098681596
3.250526910465515e-06,-0.82069761935227
3.268485622678032e-06,-0.815247784836125
3.2864443348905485e-06,-0.809514044458299
3.304403047103065e-06,-0.803499057567299
3.3223617593155816e-06,-0.797205580497909
3.340320471528098e-06,-0.7906364653669
3.358279183740615e-06,-0.783794658836401
3.3762378959531318e-06,-0.776683200845441
3.3941966081656483e-06,-0.769305223310207
3.412155320378165e-06,-0.761663948793535
3.430114032590682e-06,-0.75376268914419
3.4480727448031984e-06,-0.745604844106496
3.466031457015715e-06,-0.737193899900865
3.4839901692282316e-06,-0.728533427775825
3.501948881440748e-06,-0.719627082532106
3.519907593653265e-06,-0.710478601019402
3.5378663058657817e-06,-0.701091800606391
3.5558250180782983e-06,-0.691470577624635
3.573783730290815e-06,-0.681618905786985
3.591742442503332e-06,-0.671540834581096
3.6097011547158484e-06,-0.661240487638715
3.627659866928365e-06,-0.650722061081365
3.6456185791408815e-06,-0.639989821843079
3.663577291353398e-06,-0.62904810597085
3.681536003565915e-06,-0.617901316903449
3.6994947157784316e-06,-0.606553923729285
3.717453427990948e-06,-0.595010459423986
3.7354121402034648e-06,-0.583275519068387
3.7533708524159818e-06,-0.571353758047597
3.7713295646284983e-06,-0.559249890231859
3.789288276841015e-06,-0.54696868613989
3.8072469890535315e-06,-0.534514971085408
3.8252057012660485e-06,-0.521893623307552
3.8431644134785654e-06,-0.509109572085913
3.861123125691082e-06,-0.496167795840889
3.8790818379035986e-06,-0.483073320220085
3.8970405501161156e-06,-0.469831216171486
3.914999262328632e-06,-0.456446598004127
3.932957974541149e-06,-0.442924621436994
3.950916686753665e-06,-0.429270481636887
3.968875398966182e-06,-0.415489411245983
3.986834111178699e-06,-0.401586678399836
4.004792823391215e-06,-0.387567584736564
4.022751535603732e-06,-0.373437463397941
4.040710247816248e-06,-0.359201677023168
4.058668960028765e-06,-0.344865615736046
4.076627672241282e-06,-0.330434695126308
4.094586384453798e-06,-0.315914354225849
4.112545096666315e-06,-0.301310053480598
4.130503808878832e-06,-0.286627272718802
4.148462521091348e-06,-0.271871509116433
4.166421233303865e-06,-0.257048275160486
4.1843799455163815e-06,-0.242163096610914
4.2023386577288985e-06,-0.227221510461936
4.2202973699414154e-06,-0.21222906290346
4.238256082153932e-06,-0.197191307283373
4.2562147943664486e-06,-0.182113802071422
4.274173506578965e-06,-0.167002108825439
4.292132218791482e-06,-0.151861790160633
4.310090931003999e-06,-0.136698407722689
4.328049643216515e-06,-0.1215175201654
4.346008355429032e-06,-0.106324681133552
4.363967067641548e-06,-0.091125437251805
4.381925779854065e-06,-0.0759253261202618
4.399884492066582e-06,-0.0607298743174655
4.417843204279098e-06,-0.0455445954115184
4.435801916491615e-06,-0.0303749879800353
4.453760628704132e-06,-0.0152265336396419
4.471719340916648e-06,-0.000104695085699898
4.489678053129165e-06,0.014985085857041
4.507636765341681e-06,0.0300373901721707
4.525595477554198e-06,0.0450468235770629
4.543554189766715e-06,0.06000801843534
4.5615129019792315e-06,0.0749156356557058
4.5794716141917485e-06,0.0897643665764787
4.597430326404265e-06,0.104548934835159
4.615389038616782e-06,0.119264098222403
4.633347750829299e-06,0.133904650519733
4.651306463041815e-06,0.148465423320378
4.669265175254332e-06,0.162941287832595
4.687223887466848e-06,0.177327156664858
4.705182599679365e-06,0.191617985592309
4.723141311891882e-06,0.205808775303856
4.741100024104398e-06,0.219894573129328
4.759058736316915e-06,0.233870474746108
4.777017448529431e-06,0.247731625864642
4.794976160741948e-06,0.261473223892283
4.812934872954465e-06,0.275090519574882
4.830893585166981e-06,0.288578818615603
4.848852297379498e-06,0.30193348327039
4.866811009592015e-06,0.315149933919581
4.884769721804531e-06,0.32822365061512
4.902728434017048e-06,0.341150174602887
4.9206871462295645e-06,0.353925109819603
4.9386458584420815e-06,0.366544124363854
4.9566045706545985e-06,0.379002951940736
4.974563282867115e-06,0.391297393279641
4.992521995079632e-06,0.403423317524748
5.010480707292148e-06,0.415376663597741
5.028439419504665e-06,0.42715344153234
5.046398131717182e-06,0.438749733780201
5.064356843929698e-06,0.450161696487771
5.082315556142215e-06,0.461385560743712
5.100274268354731e-06,0.472417633796462
5.118232980567248e-06,0.4832543002416
5.136191692779765e-06,0.493892023178597
5.154150404992281e-06,0.504327345336637
5.172109117204798e-06,0.514556890169136
5.190067829417315e-06,0.524577362916625
5.208026541629831e-06,0.534385551637697
5.225985253842348e-06,0.543978328207685
5.243943966054864e-06,0.553352649284789
5.261902678267381e-06,0.562505557243357
5.279861390479898e-06,0.571434181074057
5.2978201026924145e-06,0.580135737250675
5.3157788149049315e-06,0.588607530563302
5.333737527117448e-06,0.596846954917648
5.351696239329965e-06,0.604851494100312
5.369654951542482e-06,0.612618722509739
5.387613663754998e-06,0.620146305852724
5.405572375967515e-06,0.627432001806241
5.423531088180031e-06,0.634473660644448
5.441489800392548e-06,0.641269225830711
5.459448512605065e-06,0.647816734574485
5.477407224817581e-06,0.65411431835295
5.495365937030098e-06,0.660160203397262
5.513324649242614e-06,0.665952711143328
5.531283361455131e-06,0.671490258647
5.549242073667648e-06,0.676771358963634
5.567200785880164e-06,0.68179462149192
5.585159498092681e-06,0.686558752281957
5.603118210305198e-06,0.691062554307513
5.621076922517714e-06,0.695304927702466
5.639035634730231e-06,0.699284869961397
5.6569943469427475e-06,0.70300147610434
5.6749530591552645e-06,0.706453938805711
5.6929117713677815e-06,0.709641548487426
5.710870483580298e-06,0.712563693376271
5.728829195792815e-06,0.715219859525553
5.746787908005331e-06,0.717609630801116
5.764746620217848e-06,0.719732688831783
5.782705332430365e-06,0.721588812924342
5.800664044642881e-06,0.723177879943142
5.818622756855398e-06,0.724499864154454
5.836581469067914e-06,0.725554837035702
5.854540181280431e-06,0.726342967049709
5.872498893492948e-06,0.726864519384125
5.890457605705464e-06,0.727119855656184
5.908416317917981e-06,0.727109433582985
5.926375030130497e-06,0.726833806617482
5.944333742343014e-06,0.726293623550385
5.962292454555531e-06,0.725489628078183
5.980251166768047e-06,0.72442265833753
5.998209878980564e-06,0.723093646406219
6.016168591193081e-06,0.721503617770992
6.0341273034055975e-06,0.719653690762468
6.0520860156181145e-06,0.717545075957441
6.070044727830631e-06,0.715179075548838
6.088003440043148e-06,0.712557082683643
6.105962152255665e-06,0.709680580769079
6.123920864468181e-06,0.706551142747381
6.141879576680698e-06,0.703170430339469
6.159838288893214e-06,0.699540193257886
6.177797001105731e-06,0.695662268389324
6.195755713318248e-06,0.691538578947116
6.213714425530764e-06,0.687171133594059
6.231673137743281e-06,0.682562025535945
6.249631849955797e-06,0.677713431586195
6.267590562168314e-06,0.672627611201996
6.285549274380831e-06,0.667306905492338
6.303507986593347e-06,0.661753736198396
6.321466698805864e-06,0.655970604646652
6.33942541101838e-06,0.649960090675223
6.357384123230897e-06,0.643724851533822
6.375342835443414e-06,0.637267620757814
6.3933015476559305e-06,0.630591207016834
6.4112602598684475e-06,0.623698492938425
6.4292189720809645e-06,0.61659243390719
6.447177684293481e-06,0.609276056839937
6.465136396505998e-06,0.601752458937315
6.483095108718514e-06,0.59402480641244
6.501053820931031e-06,0.586096333197029
6.519012533143548e-06,0.577970339625549
6.536971245356064e-06,0.56965019109791
6.554929957568581e-06,0.561139316721237
6.572888669781097e-06,0.55244120793125
6.590847381993614e-06,0.543559417093799
6.608806094206131e-06,0.534497556087107
6.626764806418647e-06,0.525259294865273
6.644723518631164e-06,0.515848360003592
6.66268223084368e-06,0.506268533226274
6.680640943056197e-06,0.49652364991711
6.698599655268714e-06,0.48661759761369
6.71655836748123e-06,0.476554314485728
6.734517079693747e-06,0.466337787798101
6.752475791906264e-06,0.455972052359178
6.7704345041187805e-06,0.445461188955049
6.7883932163312975e-06,0.434809322770232
6.806351928543814e-06,0.424020621795484
6.824310640756331e-06,0.413099295223304
6.842269352968848e-06,0.402049591831742
6.860228065181364e-06,0.390875798357137
6.878186777393881e-06,0.379582237856375
6.896145489606397e-06,0.368173268059315
6.914104201818914e-06,0.35665327971197
6.932062914031431e-06,0.345026694911101
6.950021626243947e-06,0.333297965430806
6.967980338456464e-06,0.321471571041773
6.98593905066898e-06,0.309552017823786
7.003897762881497e-06,0.297543836472137
7.021856475094014e-06,0.285451580598564
7.03981518730653e-06,0.273279825027337
7.057773899519047e-06,0.261033164087138
7.075732611731563e-06,0.248716209899351
7.09369132394408e-06,0.236333590663402
7.111650036156597e-06,0.223889948939771
7.1296087483691135e-06,0.211389939931314
7.1475674605816305e-06,0.198838229763508
7.1655261727941475e-06,0.186239493764278
7.183484885006664e-06,0.173598414743993
7.201443597219181e-06,0.160919681276286
7.219402309431697e-06,0.148207985980313
7.237361021644214e-06,0.135468023805071
7.255319733856731e-06,0.12270449031639
7.273278446069247e-06,0.109922079987239
7.291237158281764e-06,0.0971254844919243
7.30919587049428e-06,0.0843193910048338
7.327154582706797e-06,0.0715084805043028
7.345113294919314e-06,0.0586974260822321
7.36307200713183e-06,0.0458908912600457
7.381030719344347e-06,0.0330935283115942
7.398989431556863e-06,0.0203099765936054
7.41694814376938e-06,0.00754486088425975
7.434906855981897e-06,-0.00519721026950515
7.452865568194413e-06,-0.0179116461953902
7.47082428040693e-06,-0.0305938757292479
7.488782992619447e-06,-0.043239348838132
7.5067417048319635e-06,-0.0558435382323267
7.5247004170444805e-06,-0.0684019409657846
7.542659129256997e-06,-0.0809100800244105
7.560617841469514e-06,-0.0933635059016518
7.578576553682031e-06,-0.105757798160831
7.596535265894547e-06,-0.118088566983696
7.614493978107064e-06,-0.130351454704638
7.632452690319579e-06,-0.142542137330061
7.650411402532095e-06,-0.154656326042373
7.668370114744613e-06,-0.166689768688083
7.68632882695713e-06,-0.178638251249496
7.704287539169645e-06,-0.190497599299517
7.722246251382163e-06,-0.20226367943904
7.74020496359468e-06,-0.213932400716466
7.758163675807195e-06,-0.225499716028854
7.776122388019713e-06,-0.236961623504231
7.79408110023223e-06,-0.248314167864607
7.812039812444746e-06,-0.259553441769232
7.829998524657263e-06,-0.270675587137646
7.84795723686978e-06,-0.281676796452087
7.865915949082296e-06,-0.292553314038823
7.883874661294812e-06,-0.303301437327982
7.90183337350733e-06,-0.313917518091473
7.919792085719846e-06,-0.324397963658584
7.937750797932362e-06,-0.334739238108869
7.95570951014488e-06,-0.344937863441934
7.973668222357396e-06,-0.354990420723733
7.991626934569912e-06,-0.364893551209031
8.00958564678243e-06,-0.374643957439641
8.027544358994946e-06,-0.384238404318116
8.045503071207462e-06,-0.393673720156536
8.063461783419978e-06,-0.402946797700069
8.081420495632496e-06,-0.41205459512498
8.099379207845012e-06,-0.420994137010779
8.117337920057528e-06,-0.429762515286216
8.135296632270046e-06,-0.438356890148816
8.153255344482562e-06,-0.446774490957686
8.171214056695079e-06,-0.455012617099325
8.189172768907596e-06,-0.463068638826168
8.207131481120113e-06,-0.47093999806762
8.225090193332629e-06,-0.47862420921335
8.243048905545147e-06,-0.486118859868601
8.261007617757663e-06,-0.493421611581304
8.278966329970179e-06,-0.500530200540805
8.296925042182695e-06,-0.507442438247986
8.314883754395213e-06,-0.514156212156607
8.332842466607729e-06,-0.52066948628569
8.350801178820245e-06,-0.526980301802796
8.368759891032763e-06,-0.533086777578023
8.386718603245279e-06,-0.538987110708586
8.404677315457795e-06,-0.544679577013871
8.422636027670313e-06,-0.550162531500815
8.44059473988283e-06,-0.555434408799518
8.458553452095345e-06,-0.560493723568991
8.476512164307863e-06,-0.565339070872951
8.49447087652038e-06,-0.569969126525579
8.512429588732895e-06,-0.5743826474072
8.530388300945412e-06,-0.578578471749803
8.54834701315793e-06,-0.582555519392383
8.566305725370446e-06,-0.58631279200606
8.584264437582962e-06,-0.589849373288962
8.60222314979548e-06,-0.59316442913086
8.620181862007996e-06,-0.596257207747562
8.638140574220512e-06,-0.599127039785069
8.65609928643303e-06,-0.601773338393532
8.674057998645546e-06,-0.604195599271032
8.692016710858062e-06,-0.606393400677236
8.709975423070578e-06,-0.608366403416986
8.727934135283096e-06,-0.610114350793885
8.745892847495612e-06,-0.611637068533963
8.763851559708128e-06,-0.612934464679506
8.781810271920646e-06,-0.614006529453161
8.799768984133162e-06,-0.614853335092409
8.817727696345678e-06,-0.61547503565454
8.835686408558196e-06,-0.615871866792265
8.853645120770712e-06,-0.616044145500092
8.871603832983228e-06,-0.615992269831628
8.889562545195746e-06,-0.615716718587979
8.907521257408262e-06,-0.615218050977395
8.925479969620779e-06,-0.61449690624637
8.943438681833295e-06,-0.613554003282376
8.961397394045813e-06,-0.612390140188431
8.979356106258329e-06,-0.611006193829729
8.997314818470845e-06,-0.609403119352533
9.015273530683363e-06,-0.607581949675587
9.033232242895879e-06,-0.605543794954264
9.051190955108395e-06,-0.603289842017721
9.069149667320913e-06,-0.600821353779313
9.087108379533429e-06,-0.598139668620535
9.105067091745945e-06,-0.595246199748767
9.123025803958461e-06,-0.592142434529124
9.140984516170979e-06,-0.58882993379069
9.158943228383495e-06,-0.585310331107453
9.176901940596011e-06,-0.581585332054245
9.19486065280853e-06,-0.577656713438022
9.212819365021045e-06,-0.573526322504802
9.230778077233561e-06,-0.569196076122606
9.24873678944608e-06,-0.564667959940745
9.266695501658595e-06,-0.55994402752582
9.284654213871112e-06,-0.555026399474768
9.30261292608363e-06,-0.549917262505363
9.320571638296146e-06,-0.544618868524519
9.338530350508662e-06,-0.539133533674789
9.356489062721178e-06,-0.533463637359459
9.374447774933696e-06,-0.527611621246623
9.392406487146212e-06,-0.521579988252658
9.410365199358728e-06,-0.515371301505501
9.428323911571246e-06,-0.508988183288143
9.446282623783762e-06,-0.502433313962791
9.464241335996278e-06,-0.495709430876088
9.482200048208796e-06,-0.488819327245869
9.500158760421312e-06,-0.481765851029869
9.518117472633828e-06,-0.474551903776839
9.536076184846344e-06,-0.467180439460533
9.554034897058862e-06,-0.459654463297012
9.571993609271378e-06,-0.451977030545743
9.589952321483894e-06,-0.444151245294944
9.607911033696412e-06,-0.436180259231672
9.625869745908928e-06,-0.428067270397119
9.643828458121445e-06,-0.419815521927599
9.661787170333962e-06,-0.411428300781716
9.679745882546479e-06,-0.402908936454214
9.697704594758995e-06,-0.394260799676984
9.715663306971513e-06,-0.385487301107744
9.733622019184029e-06,-0.376591890006896
9.751580731396545e-06,-0.367578052903042
9.769539443609061e-06,-0.358449312247703
9.787498155821579e-06,-0.349209225059721
9.805456868034095e-06,-0.33986138155988
9.823415580246611e-06,-0.330409403796254
9.841374292459129e-06,-0.320856944260793
9.859333004671645e-06,-0.311207684497695
9.877291716884161e-06,-0.301465333704051
9.895250429096679e-06,-0.291633627323318
9.913209141309195e-06,-0.281716325632138
9.931167853521711e-06,-0.271717212321013
9.949126565734228e-06,-0.261640093069398
9.967085277946745e-06,-0.251488794115715
9.985043990159261e-06,-0.241267160822828
1.0003002702371778e-05,-0.230979056239514
1.0020961414584295e-05,-0.220628359658452
1.0038920126796812e-05,-0.210218965171278
1.0056878839009328e-05,-0.199754780221214
1.0074837551221846e-05,-0.189239724153828
1.0092796263434362e-05,-0.178677726766443
1.0110754975646878e-05,-0.168072726856715
1.0128713687859396e-05,-0.157428670770937
1.0146672400071912e-05,-0.146749510952577
1.0164631112284428e-05,-0.13603920449158
1.0182589824496944e-05,-0.125301711674966
1.0200548536709462e-05,-0.114540994539245
1.0218507248921978e-05,-0.103761015425181
1.0236465961134494e-05,-0.0929657355354036
1.0254424673347012e-05,-0.0821591134954125
1.0272383385559528e-05,-0.0713451039184787
1.0290342097772044e-05,-0.0605276559749497
1.0308300809984562e-05,-0.0497107119664861
1.0326259522197078e-05,-0.0388982059057312
1.0344218234409594e-05,-0.0280940621019088
1.0362176946622112e-05,-0.0173021937528701
1.0380135658834628e-05,-0.00652650154408025
1.0398094371047145e-05,0.00422912774496989
1.041605308325966e-05,0.0149608226264151
1.0434011795472179e-05,0.025664728281259
1.0451970507684695e-05,0.0363370079277132
1.0469929219897211e-05,0.0469738441801683
1.0487887932109729e-05,0.0575714403983034
1.0505846644322245e-05,0.0681260220258721
1.0523805356534761e-05,0.0786338379187072
1.0541764068747279e-05,0.0890911616614672
1.0559722780959795e-05,0.0994942928726755
1.0577681493172311e-05,0.109839558497612
1.0595640205384827e-05,0.12012331408859
1.0613598917597345e-05,0.130341945072203
1.0631557629809861e-05,0.140491868003078
1.0649516342022377e-05,0.150569531803742
1.0667475054234895e-05,0.160571418990154
1.0685433766447411e-05,0.170494046882478
1.0703392478659928e-05,0.180333968800731
1.0721351190872445e-05,0.190087775244845
1.0739309903084961e-05,0.199752095058789
1.0757268615297478e-05,0.209323596578337
1.0775227327509995e-05,0.218798988762116
1.0793186039722512e-05,0.228175022305527
1.0811144751935028e-05,0.23744849073721
1.0829103464147544e-05,0.246616231497656
1.0847062176360062e-05,0.255675126999624
1.0865020888572578e-05,0.264622105670013
1.0882979600785094e-05,0.273454142972852
1.0900938312997612e-05,0.282168262413067
1.0918897025210128e-05,0.290761536520702
1.0936855737422644e-05,0.299231087815284
1.0954814449635162e-05,0.307574089750008
1.0972773161847678e-05,0.315787767635444
1.0990731874060194e-05,0.323869399542491
1.100869058627271e-05,0.331816317184259
1.1026649298485228e-05,0.339625906776628
1.1044608010697744e-05,0.347295609877198
1.106256672291026e-05,0.354822924202392
1.1080525435122778e-05,0.362205404422423
1.1098484147335295e-05,0.369440662933918
1.111644285954781e-05,0.376526370609948
1.1134401571760328e-05,0.383460257527227
1.1152360283972845e-05,0.39024011367028
1.117031899618536e-05,0.396863789612373
1.1188277708397879e-05,0.403329197172978
1.1206236420610395e-05,0.409634310051616
1.1224195132822911e-05,0.415777164437875
1.1242153845035427e-05,0.421755859597433
1.1260112557247945e-05,0.427568558433932
1.1278071269460461e-05,0.433213488026528
1.1296029981672977e-05,0.438688940143004
1.1313988693885495e-05,0.443993271728267
1.1331947406098011e-05,0.449124905368146
1.1349906118310527e-05,0.454082329728334
1.1367864830523045e-05,0.458864099968399
1.1385823542735561e-05,0.463468838130735
1.1403782254948077e-05,0.467895233504388
1.1421740967160594e-05,0.472142042963657
1.1439699679373111e-05,0.476208091281413
1.1457658391585628e-05,0.480092271417065
1.1475617103798144e-05,0.483793544779122
1.1493575816010661e-05,0.487310941462313
1.1511534528223178e-05,0.490643560459223
1.1529493240435694e-05,0.493790569846428
1.1547451952648212e-05,0.496751206945106
1.1565410664860728e-05,0.499524778456128
1.1583369377073244e-05,0.502110660569619
1.1601328089285762e-05,0.504508299049021
1.1619286801498278e-05,0.506717209289649
1.1637245513710794e-05,0.508736976351817
1.165520422592331e-05,0.510567254968518
1.1673162938135828e-05,0.512207769527762
1.1691121650348344e-05,0.513658314029592
1.170908036256086e-05,0.514918752017859
1.1727039074773378e-05,0.515989016486844
1.1744997786985894e-05,0.516869109762788
1.176295649919841e-05,0.51755910336045
1.1780915211410928e-05,0.518059137814777
1.1798873923623444e-05,0.518369422487812
1.181683263583596e-05,0.518490235350952
1.1834791348048477e-05,0.518421922742693
1.1852750060260995e-05,0.518164899101993
1.187070877247351e-05,0.51771964667741
1.1888667484686027e-05,0.51708671521216
1.1906626196898545e-05,0.516266721605265
1.192458490911106e-05,0.51526034954897
1.1942543621323577e-05,0.514068349142586
1.1960502333536095e-05,0.512691536482985
1.1978461045748611e-05,0.511130793231908
1.1996419757961127e-05,0.509387066160311
1.2014378470173645e-05,0.50746136666996
1.2032337182386161e-05,0.505354770292496
1.2050295894598677e-05,0.503068416166181
1.2068254606811193e-05,0.500603506490601
1.2086213319023711e-05,0.497961305959519
1.2104172031236227e-05,0.495143141172177
1.2122130743448743e-05,0.492150400023271
1.2140089455661261e-05,0.488984531071881
1.2158048167873777e-05,0.485647042889629
1.2176006880086294e-05,0.482139503388338
1.2193965592298811e-05,0.478463539127482
1.2211924304511328e-05,0.474620834601726
1.2229883016723844e-05,0.470613131508844
1.224784172893636e-05,0.466442227998335
1.2265800441148878e-05,0.462109977901041
1.2283759153361394e-05,0.457618289940091
1.230171786557391e-05,0.452969126923491
1.2319676577786428e-05,0.448164504918702
1.2337635289998944e-05,0.443206492409533
1.235559400221146e-05,0.438097209435693
1.2373552714423978e-05,0.43283882671536
1.2391511426636494e-05,0.427433564751114
1.240947013884901e-05,0.421883692919586
1.2427428851061528e-05,0.416191528545209
1.2445387563274044e-05,0.41035943595842
1.246334627548656e-05,0.404389825538693
1.2481304987699076e-05,0.398285152742798
1.2499263699911594e-05,0.392047917118639
1.251722241212411e-05,0.385680661305093
1.2535181124336627e-05,0.379185970018219
1.2553139836549144e-05,0.372566469024244
1.257109854876166e-05,0.365824824099723
1.2589057260974177e-05,0.358963739979288
