y,	v_x
0.00016152716593245228, -0.09375
0.0007195301027900147, -0.11769153225806453
0.0011600587371512483, -0.12525201612903225
0.001644640234948605, -0.13911290322580644
0.00223201174743025, -0.1340725806451613
0.0027165932452276067, -0.12525201612903225
0.0032305433186490457, -0.10383064516129031
0.003876651982378855, -0.07736895161290322
0.004317180616740088, -0.05342741935483872
0.004845814977973569, -0.008064516129032251
0.005286343612334802, 0.03603830645161288
0.0057856093979442, 0.07888104838709675
0.006328928046989721, 0.13306451612903225
0.006886930983847284, 0.1935483870967742
0.007371512481644641, 0.2615927419354839
0.007797356828193833, 0.3233366935483871
0.008325991189427314, 0.38508064516129026
0.008883994126284876, 0.4644657258064516
0.009309838472834068, 0.5287298387096774
0.009838472834067549, 0.5829133064516129
0.01039647577092511, 0.6547379032258064
0.011013215859030838, 0.7064012096774194
0.011453744493392072, 0.753024193548387
0.012055800293685756, 0.7883064516129032
0.012569750367107196, 0.8072076612903225
0.013024963289280472, 0.8198084677419355
0.013524229074889869, 0.8072076612903225
0.014096916299559472, 0.792086693548387
0.014610866372980912, 0.756804435483871
0.015198237885462556, 0.7127016129032258
0.015682819383259914, 0.6597782258064516
0.016152716593245228, 0.5917338709677419
0.01668135095447871, 0.5186491935483871
0.017195301027900147, 0.43674395161290325
0.017723935389133628, 0.3573588709677419
0.018223201174743027, 0.27419354838709675
0.018751835535976508, 0.2023689516129032
0.01932452276064611, 0.11794354838709675
0.01983847283406755, 0.05367943548387094
