y,	v_x
0.00039999999999999996, -0.04872881355932204
0.0008689655172413793, -0.06520715630885124
0.001379310344827586, -0.06991525423728814
0.0019172413793103447, -0.0805084745762712
0.0023448275862068967, -0.07933145009416198
0.002896551724137931, -0.07933145009416198
0.003475862068965517, -0.06520715630885124
0.003875862068965517, -0.05461393596986819
0.004482758620689655, -0.03695856873822978
0.005020689655172414, -0.008709981167608294
0.00553103448275862, 0.04072504708097929
0.006096551724137931, 0.07838983050847453
0.006551724137931034, 0.1431261770244821
0.007075862068965517, 0.21845574387947264
0.007682758620689655, 0.30555555555555547
0.008137931034482758, 0.40560263653483986
0.008620689655172414, 0.5068267419962335
0.009144827586206897, 0.6221751412429378
0.0096, 0.7092749529190207
0.010137931034482758, 0.7951977401129944
0.010703448275862068, 0.8681732580037664
0.011117241379310345, 0.9258474576271185
0.01162758620689655, 0.9564500941619585
0.012124137931034482, 0.9729284369114877
0.012703448275862068, 0.9682203389830508
0.013255172413793103, 0.9376177024482109
0.013724137931034483, 0.8999529190207156
0.014179310344827585, 0.829331450094162
0.014744827586206896, 0.7540018832391713
0.015213793103448276, 0.6551318267419962
0.015710344827586206, 0.5491996233521657
0.01616551724137931, 0.442090395480226
0.016772413793103447, 0.333804143126177
0.01713103448275862, 0.2278719397363465
0.01764137931034483, 0.1348870056497175
0.018151724137931032, 0.0583804143126177
0.018648275862068964, -0.012241054613935987
0.01913103448275862, -0.05343691148775895
0.019655172413793102, -0.05932203389830509
