y,	v_x
0.00002971768202080238, -0.001011122345803861
0.000549777117384844, 0.030586450960566225
0.000936106983655275, 0.0609201213346815
0.0015750371471025262, 0.10768452982810917
0.0020653789004457654, 0.14686552072800807
0.002511144130757801, 0.18351870576339735
0.002986627043090639, 0.23281092012133464
0.003610698365527489, 0.29474216380181995
0.004086181277860327, 0.3415065722952477
0.0045170876671619615, 0.38321536905965614
0.005052005943536404, 0.42871587462082905
0.005542347696879644, 0.4704246713852376
0.006092124814264487, 0.5159251769464105
0.0064635958395245175, 0.5386754297269969
0.006909361069836553, 0.5626895854398382
0.007325408618127786, 0.5867037411526794
0.008038632986627044, 0.6132457027300303
0.008528974739970283, 0.6258847320525783
0.009063893016344726, 0.6309403437815976
0.009554234769687964, 0.628412537917088
0.009910846953937593, 0.6170374115267947
0.010341753343239227, 0.6006066734074823
0.01074294205052006, 0.5867037411526794
0.011054977711738485, 0.563953488372093
0.011545319465081725, 0.5323559150657229
0.012035661218424963, 0.5020222446916076
0.012793462109955425, 0.44893832153690594
0.013179791976225855, 0.41607684529828104
0.01347696879643388, 0.38953488372093026
0.013833580980683508, 0.3617290192113245
0.014249628528974741, 0.3263397371081901
0.014576523031203567, 0.29726996966632957
0.014992570579494801, 0.2694641051567239
0.015408618127786034, 0.23533872598584427
0.015809806835066866, 0.20247724974721937
0.01634472511144131, 0.17087967644084934
0.016820208023774146, 0.14433771486349845
0.017191679049034177, 0.11905965621840242
0.017711738484398217, 0.08746208291203234
0.018112927191679052, 0.0672396359959555
0.01849925705794948, 0.05207280080889787
0.018766716196136703, 0.039433771486349856
0.019123328380386332, 0.026794742163801788
0.01947994056463596, 0.017947421638018213
