    time           f_x           f_y           f_z          f_xv         f_yv          f_zv         f_xp           f_yp          f_zp     
 0.0040000000 10.3850028873  36.4251491151 0.0000000000 0.6221772130 -0.0587699985 0.0000000000  9.7628256743  36.4839191137 0.0000000000 
 0.0106000000 -5.5050165973 -21.9415742958 0.0000000000 0.3414215857 -0.0531131408 0.0000000000 -5.8464381830 -21.8884611550 0.0000000000 
 0.0216000000  0.2640677428   0.1651747560 0.0000000000 0.2262089802 -0.0332452280 0.0000000000  0.0378587626   0.1984199839 0.0000000000 
 0.0301851768  0.2568119925   0.2317622484 0.0000000000 0.2032954255 -0.0281833146 0.0000000000  0.0535165670   0.2599455630 0.0000000000 
 0.0393329849  0.2479573067   0.2705740112 0.0000000000 0.1866550352 -0.0244045261 0.0000000000  0.0613022715   0.2949785373 0.0000000000 
 0.0488640237  0.2232560213   0.2516366552 0.0000000000 0.1713846390 -0.0216979817 0.0000000000  0.0518713823   0.2733346369 0.0000000000 
 0.0586088051  0.2144256617   0.2695198008 0.0000000000 0.1585252579 -0.0196157499 0.0000000000  0.0559004038   0.2891355507 0.0000000000 
 0.0684679872  0.2011048032   0.2693676171 0.0000000000 0.1478595275 -0.0178916654 0.0000000000  0.0532452757   0.2872592825 0.0000000000 
 0.0784003574  0.1921497980   0.2701446451 0.0000000000 0.1390209978 -0.0164486753 0.0000000000  0.0531288003   0.2865933204 0.0000000000 
 0.0883890715  0.1848785669   0.2771297896 0.0000000000 0.1316716790 -0.0151502314 0.0000000000  0.0532068879   0.2922800209 0.0000000000 
 0.0943660633  0.1802942220   0.2765210455 0.0000000000 0.1277553365 -0.0144898116 0.0000000000  0.0525388855   0.2910108571 0.0000000000 
 0.1003638250  0.1766456510   0.2770126167 0.0000000000 0.1241716858 -0.0138868016 0.0000000000  0.0524739652   0.2908994183 0.0000000000 
 0.1063805958  0.1729375221   0.2781392842 0.0000000000 0.1208518888 -0.0133330948 0.0000000000  0.0520856333   0.2914723790 0.0000000000 
 0.1124151276  0.1687392468   0.2801265751 0.0000000000 0.1177467069 -0.0128100902 0.0000000000  0.0509925398   0.2929366652 0.0000000000 
 0.1184661743  0.1660009807   0.2806725523 0.0000000000 0.1148933630 -0.0122098775 0.0000000000  0.0511076178   0.2928824298 0.0000000000 
 0.1237287640  0.1635035254   0.2820497646 0.0000000000 0.1125683098 -0.0118127462 0.0000000000  0.0509352156   0.2938625108 0.0000000000 
 0.1289961730  0.1614777397   0.2824911000 0.0000000000 0.1103948294 -0.0114423850 0.0000000000  0.0510829103   0.2939334850 0.0000000000 
 0.1342681739  0.1595709579   0.2841278679 0.0000000000 0.1083376745 -0.0110915728 0.0000000000  0.0512332834   0.2952194408 0.0000000000 
 0.1395441499  0.1576300359   0.2851537645 0.0000000000 0.1063989079 -0.0107593583 0.0000000000  0.0512311280   0.2959131229 0.0000000000 
 0.1448235786  0.1559097366   0.2877423823 0.0000000000 0.1046197157 -0.0104730070 0.0000000000  0.0512900209   0.2982153893 0.0000000000 
 0.1498927627  0.1540147950   0.2900957902 0.0000000000 0.1029306334 -0.0101844746 0.0000000000  0.0510841616   0.3002802648 0.0000000000 
 0.1549628428  0.1523936959   0.2900904535 0.0000000000 0.1013208719 -0.0099054936 0.0000000000  0.0510728240   0.2999959471 0.0000000000 
 0.1600346867  0.1506016135   0.2883627542 0.0000000000 0.0997965811 -0.0096419769 0.0000000000  0.0508050324   0.2980047311 0.0000000000 
 0.1651086215  0.1491744926   0.2889582005 0.0000000000 0.0983447249 -0.0093903273 0.0000000000  0.0508297677   0.2983485278 0.0000000000 
 0.1701846231  0.1483038333   0.2942648253 0.0000000000 0.0969052337 -0.0092096332 0.0000000000  0.0513985996   0.3034744585 0.0000000000 
 0.1752625678  0.1469842189   0.2932975331 0.0000000000 0.0955723435 -0.0089831320 0.0000000000  0.0514118754   0.3022806651 0.0000000000 
 0.1803422359  0.1447943905   0.2923500991 0.0000000000 0.0942845594 -0.0087580312 0.0000000000  0.0505098311   0.3011081303 0.0000000000 
 0.1854232217  0.1427241192   0.2922443973 0.0000000000 0.0930309004 -0.0085371818 0.0000000000  0.0496932188   0.3007815792 0.0000000000 
 0.1905057757  0.1414513986   0.2921801026 0.0000000000 0.0918348127 -0.0083258964 0.0000000000  0.0496165860   0.3005059990 0.0000000000 
 0.1955892143  0.1419993776   0.2972278943 0.0000000000 0.0906756760 -0.0081322048 0.0000000000  0.0513237016   0.3053600991 0.0000000000 
 0.1994449191  0.1444690728   0.3069594035 0.0000000000 0.0898969483 -0.0079845470 0.0000000000  0.0545721244   0.3149439505 0.0000000000 
 0.2033006244  0.1384690939   0.2876090659 0.0000000000 0.0890860028 -0.0078479753 0.0000000000  0.0493830911   0.2954570411 0.0000000000 
 0.2071571838  0.1375991968   0.2875196975 0.0000000000 0.0883035027 -0.0077168061 0.0000000000  0.0492956941   0.2952365036 0.0000000000 
 0.2110141802  0.1369022696   0.2886095487 0.0000000000 0.0875419427 -0.0075847485 0.0000000000  0.0493603268   0.2961942972 0.0000000000 
 0.2148710741  0.1410312331   0.3140351674 0.0000000000 0.0867953409 -0.0074244382 0.0000000000  0.0542358921   0.3214596055 0.0000000000 
 0.2177929134  0.1485072222   0.3356712222 0.0000000000 0.0863131105 -0.0073142883 0.0000000000  0.0621941117   0.3429855105 0.0000000000 
 0.2207141557  0.1234430291   0.2734989123 0.0000000000 0.0856249456 -0.0072108199 0.0000000000  0.0378180834   0.2807097322 0.0000000000 
 0.2236357249  0.1418463388   0.3021051734 0.0000000000 0.0851857073 -0.0071273781 0.0000000000  0.0566606315   0.3092325515 0.0000000000 
 0.2265568718  0.1279131460   0.2855133675 0.0000000000 0.0845727309 -0.0070314471 0.0000000000  0.0433404151   0.2925448146 0.0000000000 
 0.2294781184  0.1403918490   0.3126434777 0.0000000000 0.0841197037 -0.0069234768 0.0000000000  0.0562721453   0.3195669545 0.0000000000 
 0.2321237376  0.1372932678   0.3348323439 0.0000000000 0.0835976306 -0.0068056529 0.0000000000  0.0536956372   0.3416379969 0.0000000000 
 0.2347690525  0.1367105917   0.3344793646 0.0000000000 0.0830825250 -0.0066971056 0.0000000000  0.0536280667   0.3411764702 0.0000000000 
