y,	v_x
0.0004562737642585552, 0.03850156087408949
0.000714828897338403, 0.07180020811654528
0.0012015209125475286, 0.10822060353798128
0.0014448669201520914, 0.13423517169614985
0.0018098859315589355, 0.16129032258064518
0.002220532319391635, 0.1956295525494277
0.0026311787072243347, 0.23100936524453697
0.003178707224334601, 0.2695109261186265
0.0036958174904942968, 0.30072840790842875
0.004091254752851711, 0.32258064516129037
0.00444106463878327, 0.34131113423517173
0.004942965779467681, 0.37148803329864727
0.005460076045627377, 0.3975026014568159
0.006053231939163499, 0.41935483870967744
0.006783269961977187, 0.4464099895941728
0.006448669201520913, 0.43288241415192513
0.007300380228136883, 0.4693028095733611
0.007604562737642586, 0.48178980228928203
0.008076045627376427, 0.48699271592091575
0.008577946768060837, 0.49843912591050993
0.009110266159695818, 0.5088449531737773
0.009642585551330799, 0.5088449531737773
0.01011406844106464, 0.5088449531737773
0.010600760456273764, 0.5078043704474506
0.011239543726235743, 0.5036420395421436
0.011619771863117872, 0.4973985431841832
0.012060836501901142, 0.4890738813735692
0.012501901140684411, 0.4755463059313216
0.012988593155893537, 0.46201873048907394
0.013368821292775666, 0.4474505723204995
0.013764258555133082, 0.43288241415192513
0.014220532319391636, 0.41415192507804377
0.014615969581749051, 0.3975026014568159
0.01508745247148289, 0.3746097814776275
0.015452471482889736, 0.3569198751300729
0.01593916349809886, 0.3309053069719043
0.016365019011406846, 0.3017689906347555
0.01685171102661597, 0.2736732570239334
0.017277566539923957, 0.24349635796045788
0.01776425855513308, 0.21227887617065558
0.018190114068441066, 0.17793964620187305
0.01852471482889734, 0.15400624349635797
0.018813688212927757, 0.12174817898022894
0.019239543726235743, 0.08324661810613945
0.019574144486692018, 0.04890738813735693
