y,	v_x
0.0006846846846846847, 0.04151624548736462
0.001783783783783784, 0.09566787003610108
0.002774774774774775, 0.15342960288808666
0.0032612612612612614, 0.19133574007220217
0.003837837837837838, 0.23465703971119134
0.004306306306306307, 0.2824909747292419
0.004738738738738739, 0.3176895306859206
0.005117117117117117, 0.3574007220216607
0.005603603603603604, 0.39981949458483756
0.006036036036036036, 0.43772563176895307
0.006990990990990991, 0.5207581227436824
0.008018018018018018, 0.5902527075812275
0.009585585585585586, 0.6308664259927798
0.009909909909909911, 0.6326714801444043
0.011243243243243243, 0.6064981949458484
0.011855855855855857, 0.5848375451263538
0.0121981981981982, 0.5640794223826715
0.013297297297297297, 0.4891696750902527
0.013693693693693694, 0.44584837545126355
0.014270270270270271, 0.40252707581227437
0.015135135135135137, 0.3231046931407942
0.01609009009009009, 0.24458483754512636
0.016684684684684686, 0.20667870036101083
0.0181981981981982, 0.10288808664259928
0.019513513513513516, 0.03790613718411553
0.019783783783783784, 0.018953068592057764
