y,	v_x
0.0006539923954372624, 0.022892819979188347
0.0015209125475285172, 0.06347554630593133
0.0022357414448669205, 0.10509885535900106
0.002828897338403042, 0.14880332986472425
0.0033307984790874527, 0.18002081165452655
0.003878326996197719, 0.22684703433922998
0.0044106463878327, 0.2684703433922997
0.004897338403041826, 0.31737773152965665
0.005536121673003803, 0.3673257023933403
0.006083650190114069, 0.42455775234131116
0.0066768060836501905, 0.47970863683662857
0.007254752851711027, 0.5369406867845994
0.008076045627376427, 0.5941727367325703
0.008562737642585552, 0.6160249739854319
0.008973384030418252, 0.6347554630593133
0.009338403041825096, 0.6420395421436005
0.009794676806083652, 0.6503642039542145
0.010129277566539925, 0.6503642039542145
0.010494296577946769, 0.6482830385015609
0.010920152091254754, 0.6389177939646202
0.011315589353612168, 0.6243496357960459
0.011665399239543727, 0.603537981269511
0.012045627376425857, 0.5827263267429761
0.0124106463878327, 0.5577523413111343
0.01279087452471483, 0.5286160249739855
0.01332319391634981, 0.485952133194589
0.013581749049429659, 0.4588969823100937
0.013870722433460077, 0.4318418314255984
0.014159695817490495, 0.3985431841831426
0.014646387832699621, 0.3517169614984392
0.014980988593155895, 0.3184183142559834
0.015422053231939164, 0.27471383975026015
0.015863117870722435, 0.24037460978147765
0.016182509505703425, 0.2174817898022893
0.016623574144486692, 0.18314255983350677
0.017049429657794678, 0.15504682622268473
0.017353612167300383, 0.13631633714880334
0.017749049429657795, 0.11134235171696151
0.018098859315589355, 0.08844953173777316
0.01861596958174905, 0.06347554630593133
0.018980988593155897, 0.04682622268470344
0.01931558935361217, 0.03329864724245578
0.019589353612167303, 0.024973985431841834
