y,	v_x
0.000532319391634981, 0.04474505723204995
0.0009581749049429658, 0.09053069719042665
0.0014904942965779469, 0.1331945889698231
0.0019771863117870724, 0.1758584807492196
0.002479087452471483, 0.20603537981269512
0.0029505703422053236, 0.2445369406867846
0.00352851711026616, 0.27679500520291367
0.00396958174904943, 0.31321540062434966
0.004456273764258555, 0.34443288241415193
0.004988593155893536, 0.3642039542143601
0.005444866920152091, 0.39229968782518215
0.006448669201520913, 0.4255983350676379
0.006798479087452472, 0.4474505723204995
0.0071787072243346016, 0.4682622268470344
0.007695817490494297, 0.4734651404786681
0.008152091254752853, 0.485952133194589
0.008684410646387834, 0.49635796045785646
0.009216730038022815, 0.5046826222684704
0.009688212927756654, 0.5078043704474506
0.01011406844106464, 0.5036420395421436
0.010646387832699621, 0.5026014568158169
0.011193916349809888, 0.5005202913631634
0.011695817490494297, 0.4932362122788762
0.012060836501901142, 0.48283038501560877
0.012623574144486694, 0.4682622268470344
0.012942965779467682, 0.46305931321540067
0.013307984790874526, 0.44953173777315303
0.01370342205323194, 0.43704474505723206
0.014387832699619773, 0.4068678459937565
0.014920152091254755, 0.3818938605619147
0.01543726235741445, 0.35379812695109264
0.01593916349809886, 0.33402705515088454
0.0164106463878327, 0.30489073881373574
0.016897338403041827, 0.2570239334027055
0.017444866920152093, 0.23309053069719043
0.018007604562737645, 0.190426638917794
0.018448669201520915, 0.15608740894901146
0.018889733840304183, 0.11654526534859522
0.005946768060836502, 0.4110301768990635
