y,	v_x
0.0003963963963963964, 0.02075812274368231
0.0010990990990990992, 0.05144404332129964
0.0015315315315315317, 0.0776173285198556
0.002072072072072072, 0.11191335740072203
0.0030090090090090092, 0.17418772563176896
0.003963963963963964, 0.25631768953068595
0.004900900900900901, 0.3384476534296029
0.005801801801801802, 0.4214801444043321
0.006828828828828829, 0.5027075812274369
0.00736936936936937, 0.5415162454873647
0.008450450450450451, 0.6064981949458484
0.0089009009009009, 0.6200361010830325
0.009387387387387388, 0.6236462093862816
0.010234234234234234, 0.6272563176895307
0.011009009009009009, 0.6137184115523466
0.011513513513513514, 0.5929602888086642
0.012, 0.5667870036101084
0.012432432432432434, 0.536101083032491
0.012990990990990992, 0.509927797833935
0.013495495495495497, 0.4629963898916968
0.014, 0.41425992779783394
0.014936936936936937, 0.33574007220216606
0.015315315315315317, 0.30144404332129965
0.015801801801801803, 0.26624548736462095
0.016936936936936937, 0.1796028880866426
0.01744144144144144, 0.14530685920577618
0.01845045045045045, 0.08393501805054152
0.01893693693693694, 0.06137184115523466
