y,	v_x
0.00047497879558948267, 0.046468401486988845
0.0008312128922815946, 0.08085501858736059
0.0013061916878710773, 0.12825278810408922
0.0017302798982188295, 0.15892193308550184
0.0023409669211195932, 0.2053903345724907
0.0027989821882951657, 0.23977695167286245
0.003443596268023749, 0.2899628252788104
0.0040373197625106026, 0.32342007434944237
0.004749787955894826, 0.362453531598513
0.005513146734520781, 0.4024163568773234
0.006123833757421544, 0.4275092936802974
0.006785411365564038, 0.4507434944237918
0.0075148430873621715, 0.4711895910780669
0.008040712468193385, 0.48420074349442377
0.008905852417302799, 0.4953531598513011
0.009414758269720103, 0.5
0.010008481764206956, 0.5018587360594795
0.010687022900763359, 0.4990706319702602
0.011297709923664122, 0.491635687732342
0.011857506361323156, 0.483271375464684
0.012451229855810009, 0.47211895910780666
0.013095843935538592, 0.4535315985130111
0.013791348600508907, 0.4275092936802974
0.01457167090754877, 0.39498141263940517
0.015148430873621714, 0.3671003717472119
0.015759117896522477, 0.3336431226765799
0.01623409669211196, 0.30018587360594795
0.016827820186598813, 0.2639405204460966
0.01738761662425785, 0.22676579925650556
0.017811704834605598, 0.19516728624535315
0.018269720101781173, 0.15613382899628253
0.018710771840542834, 0.11895910780669144
0.019134860050890587, 0.08271375464684015
0.019508057675996608, 0.04460966542750929
