x, y
0.0006692015209125476, 0.0062434963579604584
0.0012167300380228137, 0.029136316337148804
0.0016730038022813689, 0.05827263267429761
0.0021749049429657798, 0.07908428720083248
0.0026768060836501904, 0.12070759625390219
0.003163498098859316, 0.15296566077003124
0.0036958174904942968, 0.19875130072840794
0.004197718631178708, 0.24557752341311137
0.004745247148288974, 0.299687825182102
0.0052623574144486695, 0.34443288241415193
0.005718631178707224, 0.3943808532778356
0.00620532319391635, 0.45057232049947976
0.0066768060836501905, 0.49531737773152973
0.007193916349809887, 0.5379812695109262
0.007695817490494297, 0.5806451612903226
0.008167300380228138, 0.6139438085327784
0.008669201520912549, 0.644120707596254
0.0092319391634981, 0.6586888657648283
0.00976425855513308, 0.6670135275754423
0.01023574144486692, 0.6732570239334028
0.010707224334600762, 0.6670135275754423
0.011239543726235743, 0.6472424557752342
0.011756653992395439, 0.6201873048907389
0.012258555133079848, 0.5837669094693029
0.012775665399239544, 0.5535900104058273
0.013277566539923956, 0.49843912591050993
0.013764258555133082, 0.44849115504682624
0.01423574144486692, 0.3933402705515089
0.014768060836501902, 0.3475546305931322
0.01511787072243346, 0.3111342351716962
0.015741444866920154, 0.24765868886576486
0.016243346007604565, 0.2008324661810614
0.016806083650190116, 0.16233090530697192
0.017277566539923957, 0.1279916753381894
0.01779467680608365, 0.07804370447450573
0.018250950570342206, 0.060353798126951096
0.019330798479087453, 0.01977107180020812
0.019680608365019014, 0.007284079084287201
