x, y
0.00035938903863432165, 0.019855595667870037
0.0009523809523809524, 0.048736462093862815
0.0014195867026055705, 0.07220216606498195
0.00215633423180593, 0.11371841155234658
0.0026415094339622643, 0.14711191335740073
0.0033962264150943396, 0.19945848375451264
0.004097035040431267, 0.25541516245487367
0.00472596585804133, 0.31137184115523464
0.005516621743036837, 0.37815884476534295
0.006217430368373765, 0.44133574007220217
0.006792452830188679, 0.4828519855595668
0.0073135669362084455, 0.5252707581227437
0.00779874213836478, 0.555956678700361
0.008283917340521115, 0.5803249097472925
0.008751123090745733, 0.6028880866425993
0.009146451033243486, 0.6137184115523466
0.009595687331536389, 0.6236462093862816
0.01004492362982929, 0.6272563176895307
0.010655884995507637, 0.6236462093862816
0.011212938005390836, 0.6083032490974729
0.01169811320754717, 0.5902527075812275
0.012237196765498653, 0.5595667870036102
0.012848158131177, 0.5198555956678701
0.013369272237196765, 0.47833935018050544
0.013728661275831087, 0.44584837545126355
0.014195867026055705, 0.41064981949458484
0.014573225516621744, 0.3736462093862816
0.015130278526504943, 0.33393501805054154
0.015615453728661277, 0.2888086642599278
0.016190476190476193, 0.24458483754512636
0.016585804132973943, 0.21028880866425995
0.01725067385444744, 0.16335740072202168
0.01775381850853549, 0.12906137184115524
0.018418688230008987, 0.08754512635379062
0.018796046720575024, 0.062274368231046935
0.019389038634321655, 0.03790613718411553
