t,T
0,19.0761
1767.73,19.0761
1832.43,19.3991
1939.74,19.1117
1994.5,19.3476
2041.9,19.2849
2161.53,19.3833
2221.4,19.2955
2278.8,19.158
2368.22,20.0284
2425.66,19.7913
2490.55,19.6164
2602.6,19.9887
2625.1,19.8142
2742.21,19.9997
2844.39,20.1107
2899.11,20.4587
2956.6,20.0722
2996.28,20.632
3101.06,20.4566
3153.32,20.705
3198.21,20.6672
3270.38,21.0275
3380.15,20.8521
3405.02,21.0137
3472.27,21.1873
3499.77,20.9878
3537.12,21.0995
3567.07,21.0369
3631.74,21.4346
4000,21.4346
