experimental_counts
688.634166666667
515.059166666667
411.7075
317.131666666667
241.5675
190.509166666667
158.906666666667
135.1075
108.7325
95.1391666666667
80.1441666666667
66.0058333333333
53.5316666666667
41.1308333333333
34.11
36.955
36.6383333333333
34.015
29.9225
