    time           f_x           f_y           f_z          f_xv         f_yv          f_zv         f_xp           f_yp          f_zp     
 0.0040000000 16.3251217952  48.6389681641 0.0000000000 0.6172328936 -0.0793744315 0.0000000000 15.7078889016  48.7183425956 0.0000000000 
 0.0106000000 -9.0968638056 -29.2695144835 0.0000000000 0.3347086645 -0.0714639207 0.0000000000 -9.4315724700 -29.1980505628 0.0000000000 
 0.4458817164  0.1860090236   0.5865143463 0.0000000000 0.0555233993 -0.0024036313 0.0000000000  0.1304856243   0.5889179775 0.0000000000 
 0.4480241845  0.1333485552   0.4105164011 0.0000000000 0.0553872304 -0.0024208433 0.0000000000  0.0779613249   0.4129372444 0.0000000000 
 0.4501664546  0.1332414194   0.4105092905 0.0000000000 0.0552713249 -0.0024174593 0.0000000000  0.0779700945   0.4129267497 0.0000000000 
 0.4523089041  0.1339416643   0.4124009204 0.0000000000 0.0551529780 -0.0024077276 0.0000000000  0.0787886862   0.4148086480 0.0000000000 
 0.4544515537  0.1714528271   0.5214871743 0.0000000000 0.0550532327 -0.0023163899 0.0000000000  0.1163995944   0.5238035642 0.0000000000 
 0.4565942579  0.1443274448   0.4454556985 0.0000000000 0.0550407733 -0.0023265482 0.0000000000  0.0892866715   0.4477822467 0.0000000000 
 0.4587363464  0.1280415735   0.4519291125 0.0000000000 0.0544945635 -0.0021948474 0.0000000000  0.0735470100   0.4541239599 0.0000000000 
 0.4608773269  0.1590171511   0.4784545978 0.0000000000 0.0545246304 -0.0021697043 0.0000000000  0.1044925207   0.4806243021 0.0000000000 
 0.4630181937  0.1412791530   0.4449372784 0.0000000000 0.0543886601 -0.0021429045 0.0000000000  0.0868904929   0.4470801829 0.0000000000 
 0.4651587199  0.1411252358   0.4449715399 0.0000000000 0.0542384745 -0.0021094213 0.0000000000  0.0868867614   0.4470809613 0.0000000000 
 0.4672989318  0.1410379527   0.4450621448 0.0000000000 0.0540888380 -0.0020735873 0.0000000000  0.0869491147   0.4471357322 0.0000000000 
 0.4694388098  0.1413525599   0.4458698985 0.0000000000 0.0539613157 -0.0020305778 0.0000000000  0.0873912442   0.4479004763 0.0000000000 
 0.4715784193  0.1657106653   0.4988522594 0.0000000000 0.0540166861 -0.0020159064 0.0000000000  0.1116939792   0.5008681658 0.0000000000 
 0.4737171240  0.1005881431   0.3193718702 0.0000000000 0.0537035038 -0.0020286827 0.0000000000  0.0468846393   0.3214005530 0.0000000000 
 0.4758572549  0.1806900071   0.6080942098 0.0000000000 0.0535202767 -0.0018538867 0.0000000000  0.1271697304   0.6099480965 0.0000000000 
