    time           f_x           f_y           f_z          f_xv         f_yv          f_zv         f_xp           f_yp          f_zp     
 0.0040000000 13.1419249137  42.6342154296 0.0000000000 0.6199077630 -0.0691485787 0.0000000000 12.5220171507  42.7033640084 0.0000000000 
 0.0106000000 -7.1728353693 -25.6696315362 0.0000000000 0.3383264455 -0.0623856660 0.0000000000 -7.5111618148 -25.6072458702 0.0000000000 
 0.0212793007  0.2746557560   0.2025490118 0.0000000000 0.2268557177 -0.0393861830 0.0000000000  0.0478000383   0.2419351948 0.0000000000 
 0.0293333944  0.2725761314   0.2782246228 0.0000000000 0.2049578568 -0.0336941808 0.0000000000  0.0676182746   0.3119188036 0.0000000000 
 0.0378696303  0.2670920989   0.3239717829 0.0000000000 0.1886910495 -0.0293386698 0.0000000000  0.0784010494   0.3533104528 0.0000000000 
 0.0467366508  0.2407700714   0.3020659725 0.0000000000 0.1735537436 -0.0261463800 0.0000000000  0.0672163278   0.3282123525 0.0000000000 
 0.0557536657  0.2324362971   0.3206995300 0.0000000000 0.1607644543 -0.0236948060 0.0000000000  0.0716718428   0.3443943359 0.0000000000 
 0.0648404757  0.2192220157   0.3205179915 0.0000000000 0.1501369184 -0.0216682152 0.0000000000  0.0690850974   0.3421862068 0.0000000000 
 0.0739778261  0.2095362323   0.3207821086 0.0000000000 0.1412763395 -0.0199666240 0.0000000000  0.0682598929   0.3407487326 0.0000000000 
 0.0831583655  0.2034186234   0.3296565902 0.0000000000 0.1339184241 -0.0184497066 0.0000000000  0.0695001993   0.3481062968 0.0000000000 
 0.0887979403  0.1968716339   0.3255542754 0.0000000000 0.1298584017 -0.0176588131 0.0000000000  0.0670132322   0.3432130885 0.0000000000 
 0.0944604159  0.1932071803   0.3264099133 0.0000000000 0.1261401303 -0.0169304304 0.0000000000  0.0670670500   0.3433403437 0.0000000000 
 0.1001441253  0.1899703372   0.3299327320 0.0000000000 0.1226849598 -0.0162461905 0.0000000000  0.0672853774   0.3461789225 0.0000000000 
 0.1058472886  0.1868322041   0.3316997676 0.0000000000 0.1194977886 -0.0156171934 0.0000000000  0.0673344155   0.3473169610 0.0000000000 
