Time (s)	H1 (m)	H2 (m)	H3 (m)	H4 (m)
5.93005001088693	0.187533333333333	0.215866666666667	0.302333333333333	0.182933333333333
5.93105698655694	0.1874	0.215666666666667	0.302533333333333	0.182933333333333
5.93203814233798	0.187266666666667	0.215533333333333	0.302733333333333	0.182933333333333
5.93304511800799	0.187066666666667	0.215533333333333	0.302866666666667	0.182866666666667
5.93405209367801	0.187	0.2156	0.303	0.182933333333333
5.93505906934802	0.187	0.215666666666667	0.303066666666667	0.183066666666667
5.93604022512906	0.186933333333333	0.2156	0.3032	0.183066666666667
5.93704720079907	0.186933333333333	0.215533333333333	0.303333333333333	0.183066666666667
5.93805417646909	0.186933333333333	0.215466666666667	0.303533333333333	0.183133333333333
5.93903533225013	0.186933333333333	0.215333333333333	0.303666666666667	0.183133333333333
5.94004230792014	0.1868	0.215333333333333	0.303733333333333	0.183266666666667
5.94104928359016	0.186533333333333	0.2154	0.303933333333333	0.183333333333333
5.94205625926017	0.1864	0.215466666666667	0.304133333333333	0.1834
5.94303741504121	0.186333333333333	0.215466666666667	0.304333333333333	0.1834
5.94404439071122	0.186333333333333	0.2154	0.304466666666667	0.1834
5.94505136638123	0.1864	0.215266666666667	0.304666666666667	0.183466666666667
5.94605834205125	0.1864	0.2152	0.305	0.1836
5.94703949783229	0.186266666666667	0.215133333333333	0.305533333333333	0.183666666666667
5.9480464735023	0.186133333333333	0.215133333333333	0.306066666666667	0.1836
5.94905344917232	0.186066666666667	0.2152	0.306533333333333	0.183666666666667
5.95003460495336	0.186	0.2152	0.3068	0.1838
5.95104158062337	0.185866666666667	0.215133333333333	0.307	0.183866666666667
5.95204855629338	0.185866666666667	0.215	0.307133333333333	0.1838
5.9530555319634	0.1858	0.214866666666667	0.307266666666667	0.183866666666667
5.95403668774444	0.1858	0.2148	0.3074	0.184
5.95504366341445	0.185733333333333	0.2148	0.307466666666667	0.184
5.95605063908446	0.185666666666667	0.2148	0.307533333333333	0.184
5.95705761475448	0.1856	0.214866666666667	0.3076	0.184133333333333
5.95803877053552	0.1856	0.214866666666667	0.307733333333333	0.184133333333333
5.95904574620553	0.185533333333333	0.2148	0.307866666666667	0.184133333333333
5.96005272187555	0.185466666666667	0.214666666666667	0.308	0.184133333333333
5.96105969754556	0.185333333333333	0.214533333333333	0.308066666666667	0.184266666666667
5.9620408533266	0.185266666666667	0.214533333333333	0.308133333333333	0.184266666666667
5.96304782899661	0.185266666666667	0.214533333333333	0.3082	0.184266666666667
5.96405480466663	0.185266666666667	0.2146	0.3082	0.184333333333333
5.96503596044767	0.1852	0.2146	0.3082	0.1844
5.96604293611768	0.185133333333333	0.214533333333333	0.308133333333333	0.184533333333333
5.96704991178769	0.185133333333333	0.214466666666667	0.308066666666667	0.184533333333333
5.96805688745771	0.185133333333333	0.214333333333333	0.308	0.184533333333333
5.96903804323875	0.185133333333333	0.214266666666667	0.308	0.184533333333333
5.97004501890876	0.185066666666667	0.214333333333333	0.308	0.1846
5.97105199457877	0.185	0.2144	0.308	0.1846
5.97205897024879	0.184933333333333	0.214466666666667	0.308	0.184733333333333
5.97304012602983	0.184866666666667	0.214466666666667	0.307933333333333	0.184733333333333
5.97404710169984	0.184733333333333	0.2144	0.3078	0.184666666666667
5.97505407736986	0.184733333333333	0.214266666666667	0.307666666666667	0.184733333333333
5.9760352331509	0.184733333333333	0.2142	0.307533333333333	0.184733333333333
5.97704220882091	0.1848	0.2142	0.307466666666667	0.184733333333333
5.97804918449092	0.184866666666667	0.2142	0.307333333333333	0.1848
5.97905616016094	0.1848	0.214266666666667	0.307333333333333	0.184866666666667
5.98003731594198	0.184733333333333	0.2142	0.3074	0.184866666666667
5.98104429161199	0.1846	0.214133333333333	0.307466666666667	0.184933333333333
5.982051267282	0.1846	0.214066666666667	0.307533333333333	0.185066666666667
5.98305824295202	0.1846	0.214066666666667	0.307533333333333	0.185133333333333
5.98403939873306	0.184533333333333	0.214066666666667	0.307533333333333	0.1852
5.98504637440307	0.1846	0.214066666666667	0.307466666666667	0.185266666666667
5.98605335007309	0.1846	0.214066666666667	0.307466666666667	0.185333333333333
5.98703450585412	0.184733333333333	0.214066666666667	0.307533333333333	0.1854
5.98804148152414	0.184733333333333	0.214066666666667	0.3076	0.185466666666667
5.98904845719415	0.1846	0.214	0.3076	0.1854
5.99005543286417	0.184466666666667	0.213866666666667	0.3076	0.1854
5.9910365886452	0.1844	0.2138	0.3076	0.185466666666667
5.99204356431522	0.1844	0.213866666666667	0.307666666666667	0.185533333333333
5.99305053998523	0.1844	0.213866666666667	0.307733333333333	0.185666666666667
5.99405751565525	0.184533333333333	0.213933333333333	0.307866666666667	0.185733333333333
5.99503867143629	0.1846	0.213933333333333	0.307866666666667	0.185866666666667
5.9960456471063	0.1846	0.213933333333333	0.3078	0.185933333333333
5.99705262277631	0.1846	0.2138	0.307866666666667	0.186
5.99805959844633	0.1846	0.213733333333333	0.307933333333333	0.186
5.99904075422737	0.184533333333333	0.213666666666667	0.307933333333333	0.186
6.00004772989738	0.184466666666667	0.213666666666667	0.307933333333333	0.186
6.00105470556739	0.184533333333333	0.213733333333333	0.308	0.186133333333333
6.00203586134843	0.1846	0.2138	0.308	0.1862
6.00304283701845	0.1846	0.2138	0.308133333333333	0.186266666666667
6.00404981268846	0.1846	0.213666666666667	0.3082	0.186266666666667
6.00505678835848	0.184466666666667	0.213666666666667	0.308466666666667	0.186266666666667
6.00603794413952	0.1844	0.2136	0.308733333333333	0.186266666666667
6.00704491980953	0.184466666666667	0.2136	0.309133333333333	0.1864
6.00805189547954	0.1846	0.213666666666667	0.3096	0.186533333333333
6.00905887114956	0.184733333333333	0.213666666666667	0.309866666666667	0.186533333333333
6.0100400269306	0.184733333333333	0.213666666666667	0.310066666666667	0.186533333333333
6.01104700260061	0.184733333333333	0.2136	0.3102	0.186666666666667
6.01205397827062	0.184666666666667	0.2136	0.310333333333333	0.186666666666667
6.01303513405166	0.1846	0.213533333333333	0.310466666666667	0.186666666666667
6.01404210972168	0.1846	0.213466666666667	0.3106	0.1868
6.01504908539169	0.184733333333333	0.213466666666667	0.310733333333333	0.186866666666667
6.01605606106171	0.1848	0.2136	0.3108	0.186866666666667
6.01703721684274	0.184933333333333	0.213666666666667	0.3108	0.186933333333333
6.01804419251276	0.185	0.213666666666667	0.3108	0.187066666666667
6.01905116818277	0.184933333333333	0.2136	0.310733333333333	0.187133333333333
6.02005814385279	0.184933333333333	0.2136	0.3106	0.1872
6.02103929963382	0.184933333333333	0.2136	0.310466666666667	0.187333333333333
6.02204627530384	0.184866666666667	0.2136	0.3104	0.187333333333333
6.02305325097385	0.184933333333333	0.2136	0.3102	0.187266666666667
6.02406022664387	0.185066666666667	0.213666666666667	0.31	0.187266666666667
6.02504138242491	0.185133333333333	0.213666666666667	0.309666666666667	0.187266666666667
6.02604835809492	0.185266666666667	0.2136	0.3094	0.1874
6.02705533376493	0.185333333333333	0.213533333333333	0.309066666666667	0.187466666666667
6.02803648954597	0.185333333333333	0.213533333333333	0.3088	0.187466666666667
6.02904346521599	0.185266666666667	0.213533333333333	0.308533333333333	0.187533333333333
6.030050440886	0.185333333333333	0.2136	0.308333333333333	0.187666666666667
6.03105741655602	0.1854	0.2136	0.3082	0.187733333333333
6.03203857233705	0.185466666666667	0.213666666666667	0.308066666666667	0.1878
6.03304554800707	0.185666666666667	0.213666666666667	0.307933333333333	0.1878
6.03405252367708	0.185733333333333	0.213666666666667	0.307866666666667	0.187866666666667
6.0350594993471	0.1858	0.213666666666667	0.307866666666667	0.188
6.03604065512813	0.1858	0.213666666666667	0.307933333333333	0.188133333333333
6.03704763079815	0.1858	0.213666666666667	0.308	0.188133333333333
6.03805460646816	0.185866666666667	0.2138	0.307933333333333	0.188133333333333
6.0390357622492	0.186	0.213866666666667	0.307733333333333	0.188266666666667
6.04004273791922	0.186133333333333	0.213933333333333	0.3076	0.1884
6.04104971358923	0.186266666666667	0.213933333333333	0.307466666666667	0.1884
6.04205668925924	0.186266666666667	0.213866666666667	0.3072	0.188533333333333
6.04303784504028	0.186266666666667	0.213866666666667	0.307	0.188533333333333
6.0440448207103	0.186333333333333	0.213866666666667	0.306733333333333	0.188533333333333
6.04505179638031	0.1864	0.213933333333333	0.306466666666667	0.1886
6.04605877205033	0.186533333333333	0.214	0.3062	0.188666666666667
6.04703992783136	0.1866	0.214066666666667	0.305933333333333	0.188733333333333
6.04804690350138	0.186666666666667	0.214133333333333	0.3058	0.1888
6.04905387917139	0.186733333333333	0.214133333333333	0.3056	0.188866666666667
6.05003503495243	0.186866666666667	0.214133333333333	0.3054	0.189
6.05104201062245	0.187	0.2142	0.3052	0.189066666666667
6.05204898629246	0.187066666666667	0.214266666666667	0.304933333333333	0.189066666666667
6.05305596196247	0.187133333333333	0.214333333333333	0.304733333333333	0.189066666666667
6.05403711774351	0.187266666666667	0.214466666666667	0.304533333333333	0.189066666666667
6.05504409341353	0.1874	0.214533333333333	0.304266666666667	0.1892
6.05605106908354	0.1876	0.214533333333333	0.304	0.189333333333333
6.05705804475356	0.187666666666667	0.2146	0.3038	0.189333333333333
6.05803920053459	0.187733333333333	0.214666666666667	0.303533333333333	0.1894
6.05904617620461	0.1878	0.2148	0.303333333333333	0.1894
6.06005315187462	0.187933333333333	0.214866666666667	0.303066666666667	0.1894
6.06106012754463	0.188	0.215066666666667	0.302866666666667	0.1896
6.06204128332567	0.188133333333333	0.2152	0.302666666666667	0.189733333333333
6.06304825899569	0.1882	0.2152	0.302466666666667	0.1898
6.0640552346657	0.188266666666667	0.215266666666667	0.302266666666667	0.1898
6.06503639044674	0.188466666666667	0.215333333333333	0.302133333333333	0.1898
6.06604336611676	0.188533333333333	0.215466666666667	0.301933333333333	0.1898
6.06705034178677	0.188666666666667	0.2156	0.301733333333333	0.189866666666667
6.06805731745678	0.188666666666667	0.2158	0.3016	0.189866666666667
6.06903847323782	0.188666666666667	0.216066666666667	0.3014	0.1898
6.07004544890784	0.188733333333333	0.216333333333333	0.301266666666667	0.1898
6.07105242457785	0.188933333333333	0.2164	0.3012	0.189866666666667
6.07205940024786	0.189133333333333	0.2164	0.301066666666667	0.189933333333333
6.0730405560289	0.189266666666667	0.2164	0.301	0.19
6.07404753169892	0.1894	0.216533333333333	0.300866666666667	0.190066666666667
6.07505450736893	0.1896	0.2166	0.3008	0.190133333333333
6.07603566314997	0.189733333333333	0.2168	0.300666666666667	0.190266666666667
6.07704263881998	0.1898	0.217	0.300466666666667	0.190266666666667
6.07804961449	0.189933333333333	0.217133333333333	0.300266666666667	0.190266666666667
6.07905659016001	0.190066666666667	0.217333333333333	0.300133333333333	0.1904
6.08003774594105	0.190266666666667	0.217533333333333	0.299933333333333	0.1906
6.08104472161107	0.190466666666667	0.217733333333333	0.299666666666667	0.190666666666667
6.08205169728108	0.190666666666667	0.218	0.299533333333333	0.1908
6.08305867295109	0.190866666666667	0.218266666666667	0.299266666666667	0.1908
6.08403982873213	0.191	0.2186	0.299066666666667	0.190866666666667
6.08504680440215	0.191	0.218933333333333	0.2988	0.190933333333333
6.08605378007216	0.191133333333333	0.219266666666667	0.298533333333333	0.190933333333333
6.08706075574217	0.1912	0.2196	0.298333333333333	0.191
6.08804191152321	0.191333333333333	0.220066666666667	0.298066666666667	0.191133333333333
6.08904888719323	0.191466666666667	0.2204	0.297866666666667	0.1912
6.09005586286324	0.1916	0.2208	0.2976	0.191266666666667
6.09103701864428	0.1918	0.221666666666667	0.297333333333333	0.191333333333333
6.0920439943143	0.191933333333333	0.2224	0.297066666666667	0.191266666666667
6.09305096998431	0.191933333333333	0.222933333333333	0.296866666666667	0.191466666666667
6.09405794565432	0.192066666666667	0.2238	0.2966	0.1916
6.09503910143536	0.1922	0.224866666666667	0.296333333333333	0.1916
6.09604607710538	0.192333333333333	0.225666666666667	0.296133333333333	0.1916
6.09705305277539	0.192466666666667	0.226133333333333	0.295866666666667	0.1916
6.0980600284454	0.192533333333333	0.226333333333333	0.295733333333333	0.1916
6.09904118422644	0.1926	0.226533333333333	0.295533333333333	0.191666666666667
6.10004815989646	0.1926	0.2268	0.295266666666667	0.191666666666667
6.10105513556647	0.1926	0.226866666666667	0.295066666666667	0.191666666666667
6.10203629134751	0.192666666666667	0.2268	0.294866666666667	0.191666666666667
6.10304326701752	0.192866666666667	0.226933333333333	0.2946	0.191733333333333
6.10405024268754	0.193066666666667	0.227466666666667	0.2944	0.191666666666667
6.10505721835755	0.1932	0.228133333333333	0.294133333333333	0.191733333333333
6.10603837413859	0.1932	0.2288	0.294	0.191666666666667
6.1070453498086	0.193266666666667	0.2294	0.2938	0.191733333333333
6.10805232547862	0.193266666666667	0.230066666666667	0.2936	0.1918
6.10905930114863	0.193333333333333	0.2308	0.2934	0.191866666666667
6.11004045692967	0.193333333333333	0.231666666666667	0.2932	0.1918
6.11104743259969	0.193533333333333	0.232466666666667	0.293066666666667	0.191866666666667
6.1120544082697	0.193666666666667	0.233266666666667	0.292866666666667	0.192
6.11303556405074	0.193933333333333	0.234066666666667	0.292733333333333	0.192
6.11404253972075	0.194066666666667	0.234666666666667	0.292533333333333	0.191933333333333
6.11504951539077	0.194066666666667	0.235266666666667	0.2924	0.191933333333333
6.11605649106078	0.194066666666667	0.235866666666667	0.292133333333333	0.192
6.11703764684182	0.194066666666667	0.2366	0.291933333333333	0.192
6.11804462251183	0.194133333333333	0.2374	0.291733333333333	0.192
6.11905159818185	0.194266666666667	0.2382	0.2916	0.192
6.12005857385186	0.194466666666667	0.239	0.2914	0.192
6.1210397296329	0.1946	0.239933333333333	0.2912	0.192
6.12204670530292	0.194733333333333	0.241333333333333	0.291	0.192066666666667
6.12305368097293	0.194866666666667	0.243066666666667	0.290733333333333	0.192066666666667
6.12406065664294	0.194933333333333	0.244866666666667	0.290533333333333	0.192066666666667
6.12504181242398	0.195	0.246533333333333	0.290333333333333	0.192133333333333
6.12604878809399	0.195133333333333	0.247666666666667	0.290133333333333	0.1922
6.12705576376401	0.195333333333333	0.2484	0.289933333333333	0.1922
6.12803691954505	0.195533333333333	0.2488	0.289666666666667	0.1922
6.12904389521506	0.195666666666667	0.249	0.2894	0.192066666666667
6.13005087088508	0.1958	0.249	0.2892	0.192066666666667
6.13105784655509	0.195866666666667	0.2488	0.288933333333333	0.192
6.13203900233613	0.196	0.248733333333333	0.288666666666667	0.192
6.13304597800614	0.1962	0.248866666666667	0.288466666666667	0.192
6.13405295367616	0.196466666666667	0.248933333333333	0.2882	0.192066666666667
6.13505992934617	0.196733333333333	0.249	0.287866666666667	0.192066666666667
6.13604108512721	0.1968	0.248933333333333	0.287666666666667	0.192
6.13704806079722	0.197	0.2488	0.287466666666667	0.192
6.13805503646724	0.197133333333333	0.248666666666667	0.2872	0.192
6.13903619224828	0.197266666666667	0.248666666666667	0.287	0.192
6.14004316791829	0.197333333333333	0.248666666666667	0.286733333333333	0.192
6.14105014358831	0.197533333333333	0.248733333333333	0.2864	0.191933333333333
6.14205711925832	0.1978	0.248866666666667	0.2862	0.1918
6.14303827503936	0.198066666666667	0.2488	0.285933333333333	0.191666666666667
