particle_id,diameter,mass,boundary_id,start_time,end_time,start_particle_velocity_x,start_particle_velocity_y,start_particle_velocity_z,start_particle_angular_velocity_x,start_particle_angular_velocity_y,start_particle_angular_velocity_z,end_particle_velocity_x,end_particle_velocity_y,end_particle_velocity_z,end_particle_angular_velocity_x,end_particle_angular_velocity_y,end_particle_angular_velocity_z
1691,2.5e-05,1.45708e-11,2,4.80593,4.80595,0.00511088,-0.0113951,9.99331e-06,45258.9,-8366.78,0,0.00511205,-0.0113893,-8.89464e-06,45257.7,-8366.57,0
1435,2.5e-05,1.45708e-11,2,4.80619,4.8064,0.00485361,-0.0136945,6.03912e-05,42975,-8323,-91.1081,0.00485973,-0.013661,-5.42245e-05,42968.1,-8321.77,-91.1081
1486,2.5e-05,1.45708e-11,2,4.80644,4.80665,-0.00770718,-0.0482787,9.98576e-06,-35077.5,21383.7,0,-0.00770993,-0.0482832,-8.91089e-06,-35076.5,21383,0
1691,2.5e-05,1.45708e-11,2,4.80692,4.80694,0.00511297,-0.011393,8.77996e-06,45257.7,-8366.57,0,0.00511407,-0.0113878,-7.79585e-06,45256.5,-8366.37,0
1691,2.5e-05,1.45708e-11,2,4.80788,4.80791,0.00511513,-0.0113912,7.68592e-06,45256.5,-8366.37,0,0.00511616,-0.0113868,-6.80364e-06,45255.6,-8366.2,0
2184,5e-05,1.16566e-10,2,4.80791,4.80791,-0.173315,-0.745905,2.27971,-1218.18,184.766,0,-0.155761,-0.671477,-2.05163,-8640.34,1934.69,0
2185,5e-05,1.16566e-10,2,4.80813,4.80813,0.026803,-0.712307,2.33274,-972.732,-22.0126,0,0.0244404,-0.650392,-2.09829,-7140.11,-257.35,0
1486,2.5e-05,1.45708e-11,2,4.80837,4.8084,-0.00770102,-0.0482753,8.68791e-06,-35076.5,21383,0,-0.00770335,-0.0482792,-7.76708e-06,-35075.6,21382.4,0
1755,2.5e-05,1.45708e-11,2,4.8084,4.80841,0.00517827,-0.0111326,0.000190241,44175.8,-8538.14,0,0.00519704,-0.0110284,-0.00017115,44154.4,-8534.29,0
1691,2.5e-05,1.45708e-11,2,4.80863,4.80886,0.0051172,-0.0113899,6.77203e-06,45255.6,-8366.2,0,0.00511817,-0.011386,-5.97442e-06,45254.7,-8366.05,0
2199,5e-05,1.16566e-10,2,4.8089,4.8089,0.3834,-0.400744,2.34923,-767.152,-337.843,0,0.357442,-0.37435,-2.11303,-3398.28,-2922.7,0
2201,5e-05,1.16566e-10,2,4.80935,4.80936,-0.339324,-0.193594,2.28138,-579.522,331.273,0,-0.316462,-0.181248,-2.05224,-1809.85,2603.87,0
1691,2.5e-05,1.45708e-11,2,4.80937,4.80959,0.00511904,-0.0113888,5.91434e-06,45254.7,-8366.05,0,0.00511992,-0.0113854,-5.1954e-06,45253.8,-8365.91,0
1486,2.5e-05,1.45708e-11,2,4.80988,4.8101,-0.0076956,-0.0482731,7.61556e-06,-35075.6,21382.4,0,-0.00769759,-0.0482765,-6.79277e-06,-35074.8,21381.9,0
1691,2.5e-05,1.45708e-11,2,4.81009,4.81012,0.00512058,-0.0113878,5.14848e-06,45253.8,-8365.91,0,0.00512136,-0.0113847,-4.50789e-06,45253.1,-8365.79,0
2187,5e-05,1.16566e-10,2,4.81011,4.81012,0.414849,-0.808921,1.97847,-1223.25,-443.223,0,0.331945,-0.649126,-1.78025,-17177.6,-8719.34,0
1691,2.5e-05,1.45708e-11,2,4.8106,4.81082,0.00512185,-0.0113867,4.50681e-06,45253.1,-8365.79,0,0.00512255,-0.011384,-3.91366e-06,45252.5,-8365.67,0
1691,2.5e-05,1.45708e-11,2,4.8111,4.81133,0.00512289,-0.0113855,3.88932e-06,45252.5,-8365.67,0,0.00512352,-0.0113831,-3.36777e-06,45251.9,-8365.57,0
1486,2.5e-05,1.45708e-11,2,4.81134,4.81156,-0.00769092,-0.0482714,6.70836e-06,-35074.8,21381.9,0,-0.00769263,-0.0482744,-5.9627e-06,-35074.1,21381.5,0
1691,2.5e-05,1.45708e-11,2,4.81159,4.81182,0.00512379,-0.0113843,3.36976e-06,45251.9,-8365.57,0,0.00512438,-0.0113821,-2.88328e-06,45251.3,-8365.48,0
1691,2.5e-05,1.45708e-11,2,4.81207,4.8123,0.00512461,-0.0113832,2.88799e-06,45251.3,-8365.48,0,0.00512517,-0.0113812,-2.43919e-06,45250.8,-8365.39,0
1518,2.5e-05,1.45708e-11,2,4.81233,4.81254,-0.0077998,-0.0483516,3.23449e-05,-35177,21394,0,-0.00780964,-0.0483666,-2.90074e-05,-35173.9,21391.9,0
1691,2.5e-05,1.45708e-11,2,4.81255,4.81258,0.00512538,-0.011382,2.43143e-06,45250.8,-8365.39,0,0.00512593,-0.0113803,-2.0134e-06,45250.4,-8365.31,0
1435,2.5e-05,1.45708e-11,2,4.81258,4.81279,0.00485961,-0.013709,4.79062e-05,42968.1,-8321.77,-91.1081,0.0048645,-0.0136823,-4.30629e-05,42962.7,-8320.79,-91.1081
1486,2.5e-05,1.45708e-11,2,4.81258,4.8128,-0.00768711,-0.0482699,5.85407e-06,-35074.1,21381.5,0,-0.00768857,-0.0482724,-5.20758e-06,-35073.5,21381,0
1691,2.5e-05,1.45708e-11,2,4.81282,4.81305,0.00512614,-0.011381,2.01721e-06,45250.4,-8365.31,0,0.00512669,-0.0113795,-1.6313e-06,45250,-8365.24,0
1691,2.5e-05,1.45708e-11,2,4.81328,4.81332,0.00512688,-0.01138,1.63946e-06,45250,-8365.24,0,0.00512745,-0.0113787,-1.25176e-06,45249.6,-8365.17,0
2224,7.5e-05,3.93411e-10,2,4.81352,4.81352,0.0120553,-0.165789,4.33408,0,0,0,0.0112154,-0.154229,-3.90057,-770.943,-56.0747,0
1691,2.5e-05,1.45708e-11,2,4.81354,4.81378,0.00512762,-0.0113792,1.2591e-06,45249.6,-8365.17,0,0.00512821,-0.0113781,-8.58645e-07,45249.2,-8365.11,0
1486,2.5e-05,1.45708e-11,2,4.81379,4.81381,-0.00768391,-0.0482682,5.18371e-06,-35073.5,21381,0,-0.00768517,-0.0482704,-4.6014e-06,-35073,21380.7,0
1691,2.5e-05,1.45708e-11,2,4.81379,4.81404,0.00512834,-0.0113784,8.62757e-07,45249.2,-8365.11,0,0.00512899,-0.0113775,-3.66881e-07,45248.9,-8365.05,0
2197,2.5e-05,1.45708e-11,2,4.81406,4.81426,0.182022,-0.53367,0.218883,-37929,-12110.2,0,0.179056,-0.527799,-0.197008,-39009.9,-12670.1,0
2228,2.5e-05,1.45708e-11,2,4.81429,4.8143,-0.92464,-0.492123,0.586982,-3973.35,8179.63,0,-0.642498,-0.340349,-0.52768,-34246.2,64444.8,0
2235,2.5e-05,1.45708e-11,2,4.81479,4.81499,0.128788,0.730945,0.613332,4896.89,-822.194,0,0.0859032,0.488572,-0.553118,53260,-9380.43,0
1486,2.5e-05,1.45708e-11,2,4.81477,4.815,-0.00768111,-0.0482666,4.52674e-06,-35073,21380.7,0,-0.00768214,-0.0482685,-3.99666e-06,-35072.5,21380.3,0
1595,2.5e-05,1.45708e-11,2,4.81528,4.81549,0.00542332,-0.0111549,0.000328065,43360.2,-8634.29,-386.722,0.00545587,-0.0109779,-0.000294737,43323.4,-8627.47,-386.722
2234,2.5e-05,1.45708e-11,2,4.81549,4.81549,-0.977052,0.772124,0.440286,10254.9,13597.4,0,-0.779858,0.614775,-0.396551,41568.8,52845.6,0
2230,2.5e-05,1.45708e-11,2,4.81552,4.81552,1.14503,-0.435266,0.427219,-7142.22,-21108.3,0,0.916971,-0.345755,-0.384093,-24962.4,-66490,0
2264,2.5e-05,1.45708e-11,2,4.81574,4.81574,-1.4922,0.37563,1.68861,702.606,4106.55,0,-0.992114,0.248297,-1.5193,26104.9,103882,0
2252,2.5e-05,1.45708e-11,2,4.81575,4.81575,-1.44497,-0.817226,1.66231,-1939.22,3406.81,0,-0.947724,-0.53607,-1.49332,-58037.6,102614,0
2242,2.5e-05,1.45708e-11,2,4.81576,4.81577,-0.487041,-1.64152,1.58327,-3471.81,886.655,0,-0.315747,-1.06638,-1.42631,-118250,35069.9,0
1486,2.5e-05,1.45708e-11,2,4.81574,4.81577,-0.0076785,-0.0482652,3.94152e-06,-35072.5,21380.3,0,-0.0076793,-0.0482668,-3.47969e-06,-35072,21380.1,0
2258,2.5e-05,1.45708e-11,2,4.81576,4.81577,-1.41936,-0.212377,1.71499,-748.752,3893.1,0,-0.954703,-0.143568,-1.54327,-14482.6,96612.3,0
2270,2.5e-05,1.45708e-11,2,4.81599,4.816,-1.53941,0.955833,1.47903,1842.07,3524.18,0,-0.997914,0.618036,-1.33515,69243.5,111575,0
2229,2.5e-05,1.45708e-11,2,4.81601,4.81601,0.168688,-0.532989,0.586256,-3350.92,-1008.32,0,0.114585,-0.362774,-0.527313,-37309.2,-11800.7,0
2244,2.5e-05,1.45708e-11,2,4.81601,4.81601,0.698315,-1.68875,1.43791,-3518.45,-1262.68,0,0.451417,-1.09378,-1.29184,-122238,-50527.4,0
2248,2.5e-05,1.45708e-11,2,4.81623,4.81623,-0.512391,-1.26371,1.764,-2680.36,914.202,0,-0.348862,-0.862145,-1.58656,-82795,33538.1,0
2250,2.5e-05,1.45708e-11,2,4.81623,4.81624,0.728799,-1.29482,1.73638,-2649.53,-1269.6,0,0.485089,-0.863528,-1.56307,-88706,-49895.6,0
1627,2.5e-05,1.45708e-11,2,4.81623,4.81624,0.00532773,-0.0114946,0.000126949,42753.9,-8174.47,38.9132,0.0053402,-0.0114246,-0.000114225,42739.6,-8171.93,38.9132
2269,2.5e-05,1.45708e-11,2,4.81626,4.81626,1.15611,0.42816,1.76065,639.431,-2437.98,0,0.805279,0.297194,-1.5859,26767.4,-72437.6,0
2271,2.5e-05,1.45708e-11,2,4.81626,4.81626,-1.0884,1.01469,1.76354,1715.31,2043.11,0,-0.72628,0.676272,-1.58618,69247.4,74309.6,0
2249,2.5e-05,1.45708e-11,2,4.81627,4.81627,0.0813798,-1.26509,1.74563,-3579.39,-197.778,0,0.0565938,-0.881763,-1.56944,-80067,-5143.45,0
2247,2.5e-05,1.45708e-11,2,4.81626,4.81627,-1.14575,-1.39781,1.57346,-2977.28,2209.01,0,-0.743534,-0.908394,-1.41258,-100641,82468.1,0
2263,2.5e-05,1.45708e-11,2,4.81649,4.81649,1.10783,-0.232019,1.74483,-592.153,-2218.73,0,0.788426,-0.16561,-1.5695,-13843.1,-65932.4,0
2251,2.5e-05,1.45708e-11,2,4.8165,4.8165,1.27995,-1.42147,1.47772,-2822.06,-2348.67,0,0.829583,-0.922286,-1.32814,-102429,-92210.6,0
2253,2.5e-05,1.45708e-11,2,4.81651,4.81651,-1.06151,-0.849817,1.7439,-1617.08,1913.64,0,-0.723024,-0.579197,-1.56797,-55623.3,69458,0
1486,2.5e-05,1.45708e-11,2,4.81649,4.81671,-0.00767598,-0.048264,3.45976e-06,-35072,21380.1,0,-0.00767658,-0.0482654,-3.03109e-06,-35071.6,21379.8,0
1787,2.5e-05,1.45708e-11,2,4.81651,4.81672,0.00502499,-0.0110747,0.00020479,44306.8,-8200.47,0,0.00504432,-0.0109624,-0.000184221,44283.8,-8196.49,0
2265,2.5e-05,1.45708e-11,2,4.81672,4.81672,-0.984291,0.390364,1.74607,644.07,2289.24,0,-0.716326,0.283154,-1.57011,22020.4,55726.1,0
2259,2.5e-05,1.45708e-11,2,4.81674,4.81674,-0.982487,-0.228184,1.72667,-788.194,2638.47,0,-0.727353,-0.169531,-1.55271,-12488.5,53518,0
2246,2.5e-05,1.45708e-11,2,4.8172,4.8172,-1.53631,-1.33937,1.18418,-3693.99,4039.57,0,-1.03666,-0.904509,-1.06805,-90433,103697,0
1550,2.5e-05,1.45708e-11,2,4.81722,4.81723,-0.00794454,-0.0485423,0.00010648,-36679.9,22058.6,0,-0.00797692,-0.0485919,-9.58406e-05,-36669.8,22051.9,0
1486,2.5e-05,1.45708e-11,2,4.81722,4.81745,-0.0076736,-0.0482629,2.99889e-06,-35071.6,21379.8,0,-0.00767402,-0.0482641,-2.62233e-06,-35071.3,21379.5,0
2256,5e-05,1.16566e-10,2,4.81745,4.81745,0.0294269,-0.134183,4.94576,0,0,0,0.0275685,-0.125719,-4.4449,-844.089,-185.039,0
2254,5e-05,1.16566e-10,2,4.81745,4.81745,-0.0209889,-0.133109,4.94543,0,0,0,-0.0195052,-0.123706,-4.44748,-938.423,147.94,0
2255,2.5e-05,1.45708e-11,2,4.81746,4.81746,0.0736148,-0.758266,1.61604,-2116.85,-180.863,0,0.058719,-0.605503,-1.45529,-32556.1,-3148.76,0
2262,2.5e-05,1.45708e-11,2,4.81746,4.81746,0.616858,-0.204937,1.59819,-748.57,-1625.05,0,0.52041,-0.173329,-1.4395,-7043.03,-20821.3,0
2268,2.5e-05,1.45708e-11,2,4.81747,4.81747,0.615396,0.385618,1.59197,808.073,-1680.32,0,0.495967,0.310156,-1.42918,15836.7,-25469.7,0
2266,2.5e-05,1.45708e-11,2,4.81748,4.81748,-0.472912,0.360229,1.56347,531.108,902.604,0,-0.406761,0.309548,-1.40879,10611.8,14064.5,0
2260,2.5e-05,1.45708e-11,2,4.81748,4.81748,-0.435454,-0.201697,1.56337,-553.54,850.991,0,-0.396236,-0.18373,-1.40399,-4120.53,8628.74,0
2267,2.5e-05,1.45708e-11,2,4.81748,4.81749,0.0506087,0.327086,1.55405,496.543,-103.347,0,0.0471823,0.304778,-1.39563,4905.98,-781.192,0
2261,2.5e-05,1.45708e-11,2,4.81769,4.8177,0.0667027,-0.21974,1.54794,-619.933,-138.421,0,0.0625684,-0.206264,-1.38962,-3283.56,-954.526,0
1518,2.5e-05,1.45708e-11,2,4.81771,4.81772,-0.00778019,-0.0483369,2.62445e-05,-35173.9,21391.9,0,-0.00778807,-0.0483491,-2.35863e-05,-35171.3,21390.2,0
1486,2.5e-05,1.45708e-11,2,4.81794,4.81797,-0.00767138,-0.048262,2.59777e-06,-35071.3,21379.5,0,-0.00767164,-0.048263,-2.25949e-06,-35071,21379.3,0
1435,2.5e-05,1.45708e-11,2,4.81796,4.81798,0.00486629,-0.0137146,3.97477e-05,42962.7,-8320.79,-91.1081,0.00487042,-0.0136924,-3.5713e-05,42958.2,-8319.98,-91.1081
1486,2.5e-05,1.45708e-11,2,4.81845,4.81868,-0.00766931,-0.0482611,2.25993e-06,-35071,21379.3,0,-0.00766943,-0.0482619,-1.94405e-06,-35070.7,21379.1,0
1486,2.5e-05,1.45708e-11,2,4.81895,4.81918,-0.00766741,-0.0482603,1.93395e-06,-35070.7,21379.1,0,-0.00766738,-0.0482609,-1.65455e-06,-35070.4,21379,0
1486,2.5e-05,1.45708e-11,2,4.81944,4.81968,-0.00766564,-0.0482595,1.65705e-06,-35070.4,21379,0,-0.00766549,-0.04826,-1.40278e-06,-35070.2,21378.8,0
2272,2.5e-05,1.45708e-11,2,4.81993,4.81993,-0.2816,-0.34495,5.14243,0,0,0,-0.260114,-0.318634,-4.63405,-5231.82,4270.75,0
1486,2.5e-05,1.45708e-11,2,4.81993,4.82016,-0.007664,-0.0482588,1.40458e-06,-35070.2,21378.8,0,-0.00766372,-0.0482591,-1.15897e-06,-35069.9,21378.7,0
2273,2.5e-05,1.45708e-11,2,4.82017,4.82017,-0.191634,-0.344387,5.12299,0,0,0,-0.181768,-0.326661,-4.61168,-3514.32,1955.41,0
2276,2.5e-05,1.45708e-11,2,4.82019,4.82019,0.120164,-0.334232,5.09592,0,0,0,0.113579,-0.315915,-4.58881,-3646.36,-1310.94,0
2278,2.5e-05,1.45708e-11,2,4.82019,4.82019,-0.277903,-0.253218,5.06831,0,0,0,-0.257167,-0.234328,-4.56078,-3765.55,4132.36,0
2302,2.5e-05,1.45708e-11,2,4.82039,4.82039,-0.279777,0.146443,5.05908,0,0,0,-0.261991,0.137122,-4.55135,1838.59,3514.01,0
2274,2.5e-05,1.45708e-11,2,4.82039,4.82039,-0.0848743,-0.330634,5.08649,0,0,0,-0.0799147,-0.311324,-4.57585,-3814.49,979.009,0
2284,2.5e-05,1.45708e-11,2,4.82041,4.82041,-0.266643,-0.151174,5.03789,0,0,0,-0.246176,-0.139578,-4.53806,-2304.85,4064.51,0
2275,2.5e-05,1.45708e-11,2,4.82041,4.82042,0.0134614,-0.325546,5.06816,0,0,0,0.0124258,-0.300501,-4.56748,-4977.59,-205.821,0
1486,2.5e-05,1.45708e-11,2,4.8204,4.82064,-0.00766249,-0.0482581,1.15315e-06,-35069.9,21378.7,0,-0.00766208,-0.0482583,-9.23453e-07,-35069.7,21378.5,0
2280,2.5e-05,1.45708e-11,2,4.82066,4.82066,-0.0837146,-0.243942,4.99235,0,0,0,-0.0772552,-0.225127,-4.49871,-3738.89,1282.93,0
2282,2.5e-05,1.45708e-11,2,4.82066,4.82066,0.118681,-0.246749,4.99328,0,0,0,0.111981,-0.232826,-4.49532,-2761.17,-1327.83,0
2301,2.5e-05,1.45708e-11,2,4.82066,4.82066,0.209247,0.0553912,4.99237,0,0,0,0.196354,0.0519721,-4.49511,676.649,-2557.73,0
2295,2.5e-05,1.45708e-11,2,4.82066,4.82066,0.19866,-0.0522825,4.98768,0,0,0,0.186353,-0.0490495,-4.49081,-643.17,-2442.33,0
2288,2.5e-05,1.45708e-11,2,4.82066,4.82066,0.113479,-0.147862,4.99468,0,0,0,0.107088,-0.13954,-4.4992,-1651.72,-1267.32,0
2294,2.5e-05,1.45708e-11,2,4.82066,4.82067,0.109995,-0.0499239,4.99455,0,0,0,0.10313,-0.0468138,-4.49485,-618.882,-1362.68,0
2279,2.5e-05,1.45708e-11,2,4.82067,4.82067,-0.190108,-0.255088,4.99793,0,0,0,-0.179323,-0.240623,-4.5001,-2870.86,2139.25,0
2286,2.5e-05,1.45708e-11,2,4.82067,4.82067,-0.0801593,-0.14645,4.99499,0,0,0,-0.0755114,-0.137964,-4.49883,-1685.31,922.252,0
2285,2.5e-05,1.45708e-11,2,4.82067,4.82067,-0.182161,-0.153211,4.99316,0,0,0,-0.168419,-0.141658,-4.4955,-2298.14,2731.97,0
2289,2.5e-05,1.45708e-11,2,4.82067,4.82067,0.205377,-0.154248,4.99278,0,0,0,0.189812,-0.142563,-4.49569,-2324.49,-3094.52,0
2291,2.5e-05,1.45708e-11,2,4.82067,4.82067,-0.176545,-0.0522531,4.98784,0,0,0,-0.166297,-0.0492255,-4.47655,-602.093,2033.06,0
2281,2.5e-05,1.45708e-11,2,4.82067,4.82067,0.0132425,-0.241532,4.98851,0,0,0,0.0125282,-0.228507,-4.48518,-2584.3,-141.678,0
2298,2.5e-05,1.45708e-11,2,4.82067,4.82067,-0.0847976,0.0504145,4.99411,0,0,0,-0.080207,0.0476806,-4.49477,541.32,911.037,0
2292,2.5e-05,1.45708e-11,2,4.82067,4.82067,-0.077858,-0.0500453,4.99616,0,0,0,-0.0733131,-0.047129,-4.48454,-580.213,902.166,0
2283,2.5e-05,1.45708e-11,2,4.82067,4.82067,0.214835,-0.256987,4.99732,0,0,0,0.203075,-0.242925,-4.49743,-2792.05,-2333.79,0
2300,2.5e-05,1.45708e-11,2,4.82067,4.82067,0.109901,0.05337,4.99562,0,0,0,0.103372,0.0501949,-4.49589,629.4,-1296.71,0
2299,2.5e-05,1.45708e-11,2,4.82068,4.82068,0.00917575,0.0444403,4.99775,0,0,0,0.00849522,0.0411408,-4.49834,656.289,-135.555,0
2287,2.5e-05,1.45708e-11,2,4.82068,4.82068,0.0125686,-0.146798,4.99568,0,0,0,0.0118263,-0.13813,-4.49694,-1725.17,-147.694,0
1582,2.5e-05,1.45708e-11,2,4.82088,4.8209,-0.00803455,-0.0486896,0.000110514,-35289.4,21142.9,0,-0.00806817,-0.0487411,-9.94708e-05,-35278.8,21136,0
1486,2.5e-05,1.45708e-11,2,4.82067,4.82091,-0.00766108,-0.0482575,9.27712e-07,-35069.7,21378.5,0,-0.00766054,-0.0482575,-7.10702e-07,-35069.5,21378.4,0
1486,2.5e-05,1.45708e-11,2,4.82114,4.82138,-0.00765977,-0.0482568,7.1029e-07,-35069.5,21378.4,0,-0.00765906,-0.0482567,-4.7576e-07,-35069.4,21378.3,0
1486,2.5e-05,1.45708e-11,2,4.8214,4.82165,-0.00765854,-0.0482563,4.75605e-07,-35069.4,21378.3,0,-0.0076576,-0.0482559,-1.65326e-07,-35069.2,21378.2,0
1518,2.5e-05,1.45708e-11,2,4.82212,4.82214,-0.0077615,-0.048325,2.18096e-05,-35171.3,21390.2,0,-0.00776793,-0.0483351,-1.95883e-05,-35169.2,21388.8,0
2240,2.5e-05,1.45708e-11,2,4.82215,4.82215,-1.26408,-1.50978,0.606335,-4224.74,3439.67,0,-1.04048,-1.24301,-0.54522,-57276.2,47901.7,0
1435,2.5e-05,1.45708e-11,2,4.82236,4.82238,0.00487169,-0.0137157,3.30187e-05,42958.2,-8319.98,-91.1081,0.00487515,-0.0136973,-2.96604e-05,42954.4,-8319.3,-91.1081
2172,5e-05,1.16566e-10,2,4.8226,4.8226,1.18557,-0.97301,0.960726,-1690.86,-1518.51,0,0.787029,-0.649808,-0.864334,-33965.6,-41312.4,0
2190,2.5e-05,1.45708e-11,2,4.82384,4.82384,-0.221528,-0.377573,0.0281595,-38744.2,24304.4,0,-0.23101,-0.389787,-0.0253267,-36197.5,22342.1,0
2203,2.5e-05,1.45708e-11,2,4.82411,4.82411,0.10034,0.526527,0.083943,53286.3,-9252.99,0,0.105359,0.572553,-0.0755478,43946.6,-8224.91,0
1755,2.5e-05,1.45708e-11,2,4.82482,4.82483,0.00512716,-0.0114576,0.00012412,44154.4,-8534.29,0,0.00513951,-0.0113892,-0.000111666,44140.5,-8531.77,0
1518,2.5e-05,1.45708e-11,2,4.82581,4.82583,-0.00774522,-0.0483134,1.84148e-05,-35169.2,21388.8,0,-0.00775059,-0.0483218,-1.65274e-05,-35167.4,21387.7,0
1435,2.5e-05,1.45708e-11,2,4.82604,4.82606,0.0048778,-0.0137169,2.79711e-05,42954.4,-8319.3,-91.1081,0.00488073,-0.0137012,-2.51104e-05,42951.2,-8318.72,-91.1081
2171,7.5e-05,3.93411e-10,2,4.8268,4.82681,-0.0294015,-0.24462,2.24689,-4436.78,-998.594,23.3937,-0.0249674,-0.239447,-2.02131,-4782.65,-703.397,23.3937
1627,2.5e-05,1.45708e-11,2,4.82751,4.82753,0.00531868,-0.011611,9.29368e-05,42739.6,-8171.93,38.9132,0.00532789,-0.0115596,-8.35907e-05,42729.1,-8170.07,38.9132
1518,2.5e-05,1.45708e-11,2,4.829,4.82902,-0.00773193,-0.0483032,1.56233e-05,-35167.4,21387.7,0,-0.0077364,-0.0483103,-1.40129e-05,-35165.9,21386.6,0
1435,2.5e-05,1.45708e-11,2,4.82923,4.82925,0.00488245,-0.0137155,2.39919e-05,42951.2,-8318.72,-91.1081,0.00488502,-0.0137021,-2.15241e-05,42948.4,-8318.22,-91.1081
1518,2.5e-05,1.45708e-11,2,4.8317,4.83173,-0.00772047,-0.0482955,1.33811e-05,-35165.9,21386.6,0,-0.00772425,-0.0483016,-1.19953e-05,-35164.6,21385.8,0
1435,2.5e-05,1.45708e-11,2,4.83193,4.83195,0.004887,-0.0137149,2.07942e-05,42948.4,-8318.22,-91.1081,0.00488922,-0.0137033,-1.86505e-05,42946,-8317.78,-91.1081
1550,2.5e-05,1.45708e-11,2,4.83295,4.83316,-0.00781347,-0.0483826,7.02898e-05,-36669.8,22051.9,0,-0.00783481,-0.0484154,-6.31722e-05,-36663,22047.5,0
1787,2.5e-05,1.45708e-11,2,4.83341,4.83342,0.00496658,-0.0114345,0.000135288,44283.8,-8196.49,0,0.00497951,-0.0113598,-0.000121725,44268.5,-8193.86,0
1518,2.5e-05,1.45708e-11,2,4.83414,4.83416,-0.00771167,-0.0482903,1.14929e-05,-35164.6,21385.8,0,-0.00771491,-0.0482955,-1.02954e-05,-35163.4,21385,0
1435,2.5e-05,1.45708e-11,2,4.83418,4.83439,0.00489038,-0.0137127,1.808e-05,42946,-8317.78,-91.1081,0.00489235,-0.0137025,-1.61824e-05,42943.9,-8317.4,-91.1081
1627,2.5e-05,1.45708e-11,2,4.83589,4.8359,0.00532179,-0.0116631,7.21159e-05,42729.1,-8170.07,38.9132,0.00532901,-0.0116231,-6.48561e-05,42721,-8168.62,38.9132
1755,2.5e-05,1.45708e-11,2,4.83613,4.83614,0.00511048,-0.0115667,9.09218e-05,44140.5,-8531.77,0,0.00511957,-0.0115165,-8.17681e-05,44130.2,-8529.92,0
1518,2.5e-05,1.45708e-11,2,4.83613,4.83635,-0.00770487,-0.0482868,1.00212e-05,-35163.4,21385,0,-0.00770766,-0.0482914,-8.94847e-06,-35162.4,21384.3,0
2157,7.5e-05,3.93411e-10,2,4.83635,4.83636,-0.162248,-0.636217,1.5118,-852.05,102.652,0,-0.133057,-0.524879,-1.36055,-8267.28,2046.31,0
1435,2.5e-05,1.45708e-11,2,4.83636,4.83638,0.00489435,-0.0137112,1.58102e-05,42943.9,-8317.4,-91.1081,0.00489615,-0.0137024,-1.41542e-05,42942,-8317.07,-91.1081
1582,2.5e-05,1.45708e-11,2,4.83687,4.83689,-0.00790275,-0.0485221,7.32857e-05,-35278.8,21136,0,-0.00792509,-0.0485564,-6.59277e-05,-35271.8,21131.4,0
2257,7.5e-05,3.93411e-10,2,4.83787,4.83807,0.0212514,-0.168686,4.34127,0,0,0,0.0196734,-0.15608,-3.90601,-843.742,-106.616,0
1518,2.5e-05,1.45708e-11,2,4.83807,4.83809,-0.00769965,-0.0482844,8.67535e-06,-35162.4,21384.3,0,-0.00770205,-0.0482883,-7.75737e-06,-35161.5,21383.8,0
1435,2.5e-05,1.45708e-11,2,4.8381,4.83832,0.00489802,-0.0137102,1.37767e-05,42942,-8317.07,-91.1081,0.00489959,-0.0137024,-1.2293e-05,42940.4,-8316.77,-91.1081
2229,2.5e-05,1.45708e-11,2,4.8388,4.8388,0.174801,-0.517364,0.212222,-37309.2,-11800.7,0,0.172443,-0.51284,-0.191222,-38118.3,-12238,0
2260,2.5e-05,1.45708e-11,2,4.83884,4.83884,-0.924838,-0.488052,0.583836,-4120.53,8628.74,0,-0.644085,-0.338056,-0.524923,-34038.1,64615.3,0
2267,2.5e-05,1.45708e-11,2,4.83934,4.83934,0.124491,0.733161,0.612175,4905.98,-781.192,0,0.0830548,0.490486,-0.550297,53313.1,-9047.75,0
1518,2.5e-05,1.45708e-11,2,4.83957,4.83979,-0.00769523,-0.0482822,7.64708e-06,-35161.5,21383.8,0,-0.00769728,-0.0482856,-6.81251e-06,-35160.7,21383.2,0
1435,2.5e-05,1.45708e-11,2,4.8398,4.83982,0.00490067,-0.0137083,1.20445e-05,42940.4,-8316.77,-91.1081,0.00490205,-0.0137015,-1.07588e-05,42938.9,-8316.51,-91.1081
2262,2.5e-05,1.45708e-11,2,4.84005,4.84005,1.14961,-0.436972,0.431915,-7043.03,-20821.3,0,0.918697,-0.346407,-0.38923,-25076.1,-66779.6,0
2266,2.5e-05,1.45708e-11,2,4.84005,4.84005,-0.976391,0.76975,0.43561,10611.8,14064.5,0,-0.780804,0.614086,-0.391407,41584.2,52985.1,0
2284,2.5e-05,1.45708e-11,2,4.8403,4.8403,-1.44403,-0.815327,1.661,-2304.85,4064.51,0,-0.949276,-0.536038,-1.49551,-58037.2,102786,0
2274,2.5e-05,1.45708e-11,2,4.84031,4.84031,-0.486152,-1.63699,1.5885,-3814.49,979.009,0,-0.315905,-1.06606,-1.42587,-117736,34949,0
2275,2.5e-05,1.45708e-11,2,4.84032,4.84032,0.0795714,-1.64764,1.6101,-4977.59,-205.821,0,0.0521891,-1.08383,-1.44559,-117482,-5669.78,0
2302,2.5e-05,1.45708e-11,2,4.84032,4.84032,-1.50208,0.932148,1.57403,1838.59,3514.01,0,-0.97807,0.605412,-1.41457,67033.2,108077,0
