t,rise_velocity
2.503247502462361, 0.34878483451298986
2.510346606631959, 0.3487809269362667
2.5174457108015575, 0.3488043723966054
2.524544814971155, 0.3488434481638365
2.5316439191407536, 0.3488708012008983
2.538743023310351, 0.34889033908451383
2.5458421274799496, 0.3489274610633834
2.5529412316495477, 0.3489567678888067
2.5600403358191457, 0.3489782595607838
2.5671394399887437, 0.3490153815396534
2.5742385441583417, 0.3490329656349074
2.5813376483279398, 0.3490603186719691
2.588436752497538, 0.34908767170903093
2.595535856667136, 0.34910134822756184
2.602634960836734, 0.3491365164180698
2.609734065006332, 0.3491482391482391
2.61683316917593, 0.3491716846085778
2.623932273345528, 0.3491873149154702
2.631031377515126, 0.34920880658744735
2.638130481684724, 0.3492302982594245
2.645229585854322, 0.34924006720123224
2.65232869002392, 0.34927328160337867
2.659427794193518, 0.3492752353917402
2.6665268983631165, 0.3492947732753558
2.673626002532714, 0.3493123573706098
2.6807251067023126, 0.349320172524056
2.68782421087191, 0.34933775661931
2.6949233150415086, 0.3493514331378409
2.7020224192111066, 0.3493592482912871
2.7091215233807047, 0.349372924809818
2.7162206275503027, 0.34938073996326424
2.7233197317199007, 0.349390508905072
2.7304188358894987, 0.3494022316352413
2.7375179400590968, 0.3494022316352413
2.744617044228695, 0.3494022316352413
2.751716148398293, 0.3494022316352413
2.758815252567891, 0.3494022316352413
2.765914356737489, 0.3494022316352413
2.773013460907087, 0.3494022316352413
2.780112565076685, 0.3494022316352413
2.787211669246283, 0.3494022316352413
2.794310773415881, 0.3494022316352413
2.801409877585479, 0.3494022316352413
2.808508981755077, 0.3494022316352413
2.8156080859246755, 0.3494022316352413
2.822707190094273, 0.3494022316352413
2.8298062942638715, 0.34938855511671046
2.836905398433469, 0.34938073996326424
2.8440045026030676, 0.34936706344473334
2.851103606772665, 0.3493592482912871
2.8582027109422636, 0.34934166419603313
2.8653018151118617, 0.3493260338891407
2.8724009192814597, 0.3493162649473329
2.8795000234510577, 0.34929281948699425
2.8865991276206557, 0.34927328160337867
2.8936982317902538, 0.34926546644993245
2.900797335959852, 0.3492302982594245
2.90789644012945, 0.34921466795253203
2.914995544299048, 0.3491873149154702
2.922094648468646, 0.34916582324349316
2.929193752638244, 0.3491423777831545
2.9362928568078424, 0.3491052558042849
2.94339196097744, 0.34908181034394625
2.9504910651470384, 0.34905054973016136
2.957590169316636, 0.34901733532801493
2.9646892734862345, 0.34898021334914536
2.971788377655832, 0.34894113758191425
2.9788874818254305, 0.34889815423796006
2.985986585995028, 0.34885907847072894
2.9930856901646266, 0.3488180489151363
2.9988940481215702, 0.34873330334495384
