t,sphericity
2.0045364153710272, 0.9593259815797189
2.0202097287937972, 0.9593413366660913
2.034411836090267, 0.9593538227877391
2.048613943386737, 0.959360846231166
2.0628160506832076, 0.9593748931180198
2.077018157979678, 0.9593873792396675
2.091220265276148, 0.9593967438309035
2.1054223725726184, 0.9594107907177573
2.1196244798690884, 0.9594240572220081
2.133826587165559, 0.9594357629610528
2.1480286944620293, 0.9594482490827007
2.162101691692168, 0.9594615155869515
2.1764329090549697, 0.9594755624738053
2.1906350163514396, 0.959488048595453
2.20483712364791, 0.9594989739518949
2.2190392309443805, 0.9595114600735427
2.2332413382408505, 0.9595247265777935
2.2474434455373205, 0.9595348715516323
2.261645552833791, 0.9595481380558831
2.2758476601302613, 0.959560624177531
2.2900497674267317, 0.9595676476209578
2.3042518747232017, 0.9595816945078116
2.3184539820196717, 0.9595902787164445
2.332656089316142, 0.9595988629250773
2.3468581966126125, 0.9596090078989162
2.361060303909083, 0.9596160313423431
2.375262411205553, 0.959624615550976
2.389464518502023, 0.9596331997596088
2.4036666257984933, 0.9596378820552268
2.4178687330949638, 0.9596472466464626
2.430779739728118, 0.9596455991720786
2.446272947687904, 0.9596589523855075
2.460475054984374, 0.9596589523855075
2.4746771622808446, 0.9596667562115373
2.488879269577315, 0.9596675365941403
2.5030813768737854, 0.9596675365941403
2.5172834841702554, 0.9596675365941403
2.5314855914667254, 0.9596675365941403
2.545687698763196, 0.9596675365941403
2.559889806059666, 0.9596675365941403
2.5740919133561366, 0.9596675365941403
2.5882940206526066, 0.9596675365941403
2.6024961279490766, 0.9596636346811254
2.616698235245547, 0.9596589523855075
2.6309003425420174, 0.9596511485594775
2.6451024498384874, 0.9596503681768745
2.659304557134958, 0.9596425643508447
2.673506664431428, 0.9596331997596088
2.6877087717278982, 0.9596292978465939
2.7019108790243687, 0.959618372490152
2.7161129863208386, 0.9596121294293282
2.730315093617309, 0.9595996433076803
2.744517200913779, 0.9595910590990475
2.7587193082102495, 0.9595801337426056
2.773308745705714, 0.9595662429322724
2.78712352280319, 0.959554381116707
2.8013256300996603, 0.9595411146124563
2.8155277373961303, 0.9595270677256025
2.8297298446926007, 0.9595106796909397
2.8439319519890707, 0.95949507203888
2.858134059285541, 0.9594779036216142
2.8723361665820115, 0.9594599548217455
2.8865382738784815, 0.9594420060218768
2.900740381174952, 0.959422496456802
2.914942488471422, 0.9594014261265214
2.9291445957678923, 0.9593811361788437
2.9433467030643627, 0.9593569443181511
2.9575488103608327, 0.9593335328400614
2.971750917657303, 0.9593101213619718
2.985953024953773, 0.9592828079708672
2.9969273805919547, 0.9592569252812014
