x,y,x_1,y_1,x_2,y_2
0.1766258805252,0.793014756219212,0.169012777919041,0.77241277177178,0.830683770953077,0.732431269437218
0.171235850822755,0.809258891872484,0.165753612214048,0.765905337777989,0.826334863628616,0.72158750206073
0.171257645655144,0.823345618540138,0.165745229586206,0.760487365982737,0.826321451424069,0.712918747188327
0.17669964765021,0.840692908017425,0.16573014085609,0.750735016751285,0.826304686168385,0.702082803597824
0.177817890204341,0.863450345503978,0.165711699074837,0.738815478801731,0.828462374574931,0.696668743695566
0.176756649519536,0.877535116225135,0.165699963395858,0.731230318288379,0.827362573802053,0.685830844158566
0.177858126817982,0.889456610121185,0.165686551191311,0.722561563415977,0.828428844063563,0.674996856514559
0.176788503505336,0.898123409047091,0.167842563072289,0.716063909154668,0.826256066926901,0.670658567185365
0.178964633693134,0.904628887094386,0.167835856970015,0.711729531718467,0.826244331247922,0.663073406672013
0.176817004439999,0.916544513150946,0.168905480282662,0.703062732792561,0.816485275914195,0.655470642640193
0.180097964977381,0.937138673812391,0.16889709765482,0.697644760997309,0.811071774853793,0.656544457266761
0.178999840730071,0.927384368634442,0.16779897340751,0.68789045581936,0.804566855648354,0.65219834415158
0.175784264689857,0.949050387975959,0.165622843219712,0.681384977772065,0.807805903046526,0.645702645836768
0.173646694590131,0.967467580186821,0.172110997169466,0.674895147296742,0.802378989781577,0.638107705590934
0.172597189584306,0.989137511421331,0.17101957902443,0.669475219554994,0.798038465084958,0.632681910009696
0.170461296010149,1.00863829799124,0.173172237854271,0.660810376575585,0.796947046939922,0.627261982267948
0.172645808825789,1.02056174783379,0.174236831590212,0.648892794572528,0.792601492666598,0.61858540360956
0.173752315700941,1.03573402480699,0.17638278431778,0.635893574156917,0.794755828022007,0.611004154989201
0.177024893610482,1.05091021367318,0.176362666010959,0.622890441848314,0.791500015368151,0.60666390971351
0.179214436002828,1.06608444659288,0.178510295264095,0.610974815791753,0.792564609104093,0.594746327710453
0.1824853373868,1.08017704110002,0.181740960034425,0.599061145681689,0.799051086528279,0.58717290287608
0.185756238770771,1.09426963560717,0.187139372364711,0.588234981823669,0.803374845969213,0.581762754866814
0.190110175671938,1.10836418606081,0.182797171142524,0.581725591883381,0.815286560132781,0.580700675919225
0.194464112573104,1.12245873651445,0.179544711539805,0.579552535325791,0.816361213022133,0.57528466007047
0.199899408465895,1.13547164855553,0.179538005437531,0.57521815788959,0.817432512860348,0.567701455503614
0.205333027833119,1.14740096623757,0.180610981801315,0.568718547681784,0.820695031616478,0.576376078215506
0.209680258632011,1.15716113925501,0.181683958165099,0.562218937473979,0.820705090769889,0.582877644369808
0.215113877999234,1.16909045693704,0.183866794455171,0.573058792957475,0.818544049312205,0.586124515553966
0.223801633494746,1.18427642553572,0.184959889125776,0.579562315058273,0.812044159683472,0.585029185515937
0.234657136550213,1.20054990038644,0.189292031194552,0.579570138844259,0.815299972337328,0.589369430791628
0.241172114909062,1.21139757965592,0.195791920823286,0.580665468882288,0.817474425999559,0.594791314479872
0.25202761796453,1.22767105450664,0.200134122045473,0.587174858822576,0.819655585764063,0.604547575604318
0.263959450434919,1.23961210786766,0.200145857724452,0.594760019335928,0.821836745528567,0.614303836728763
0.273725211870919,1.25154924933568,0.206654129981027,0.601273321169209,0.821856863835388,0.627306969037367
0.288912856995163,1.26783054797238,0.204501471151186,0.609938164148619,0.824036347074323,0.635979635802763
0.299759977422789,1.27868605102785,0.204513206830165,0.617523324661971,0.827303895407158,0.647905041591805
0.318191699521911,1.29172243442689,0.20235384189805,0.621853790205179,0.828396990077763,0.654408563692604
0.332284573449982,1.30041661660375,0.199116471025447,0.629433082879042,0.830573120265562,0.660914041739898
0.347462159420816,1.31019634908615,0.199131559755563,0.639185432110494,0.833832285970555,0.66742147573369
0.363724457434413,1.3210616318741,0.194809476840196,0.64567917447881,0.832762662657908,0.676088274659596
0.377810625260211,1.32542143661476,0.195900894985233,0.651099102220558,0.833865816481923,0.689093362914696
