,time,height
0,9.51999999998,0.23029769182205195
1,9.53999999998,0.23033676266670222
2,9.55999999998,0.23038012504577632
3,9.57999999998,0.23009518504142756
4,9.59999999997,0.23025412082672114
5,9.61999999997,0.23040071845054622
6,9.63999999997,0.23012793779373164
7,9.65999999997,0.23024026274681086
8,9.67999999997,0.23037514805793757
9,9.69999999997,0.23015657782554622
10,9.71999999997,0.23019645333290095
11,9.73999999997,0.2303969037532806
12,9.75999999997,0.23017243266105647
13,9.77999999997,0.23017666459083552
14,9.79999999997,0.23037878394126887
15,9.81999999997,0.2302113544940948
16,9.83999999997,0.23015654802322383
17,9.85999999997,0.23035652160644526
18,9.87999999996,0.23024318337440486
19,9.89999999996,0.23015017032623286
20,9.91999999996,0.2303203415870666
21,9.93999999996,0.23028127074241633
22,9.95999999996,0.23015678644180293
23,9.97999999996,0.23029027104377742
24,9.99999999996,0.23030913591384883
25,10.02,0.23014879941940303
26,10.04,0.23027146577835078
27,10.06,0.23033548116683955
28,10.08,0.2301474285125732
29,10.1,0.23024923324584956
30,10.12,0.23034823656082148
31,10.14,0.2301619124412536
32,10.16,0.230228282213211
33,10.18,0.2303482067584991
34,10.2,0.23017922759056086
35,10.22,0.2302166593074798
36,10.24,0.2303348553180694
37,10.2599999999,0.23020876169204707
38,10.2799999999,0.23019952297210688
39,10.2999999999,0.23032913327217097
40,10.3199999999,0.2302217555046081
41,10.3399999999,0.23018611192703242
42,10.3599999999,0.23032463312149043
43,10.3799999999,0.2302423787117004
44,10.3999999999,0.2301767241954803
45,10.4199999999,0.23030156612396235
46,10.4399999999,0.23027206182479854
47,10.4599999999,0.230169243812561
48,10.4799999999,0.2302866649627685
49,10.4999999999,0.23028881072998042
50,10.5199999999,0.23017174720764155
51,10.5399999999,0.2302687239646911
52,10.5599999999,0.23029644012451167
53,10.5799999999,0.23018265485763545
54,10.5999999999,0.2302525115013122
55,10.6199999999,0.2303087186813354
56,10.6399999999,0.23018265485763545
57,10.6599999999,0.23023936867713923
58,10.6799999999,0.2303176891803741
59,10.6999999999,0.2301929664611816
60,10.7199999999,0.23022241115570063
61,10.7399999999,0.23031834483146663
62,10.7599999999,0.2302086722850799
63,10.7799999999,0.23020709276199336
64,10.7999999999,0.23031700372695918
65,10.8199999999,0.2302234840393066
66,10.8399999999,0.23020056605339045
67,10.8599999999,0.23030570864677424
68,10.8799999999,0.23023740172386165
69,10.8999999999,0.23019785404205317
70,10.9199999999,0.23029715538024897
71,10.9399999999,0.2302508425712585
72,10.9599999999,0.23019067168235774
73,10.9799999999,0.23028794646263118
74,10.9999999999,0.23026738286018367
75,11.0199999999,0.23018864512443538
76,11.0399999999,0.23027194261550898
77,11.0599999999,0.23028252243995662
78,11.0799999999,0.2301902842521667
79,11.0999999999,0.2302556705474853
80,11.1199999999,0.23029605269432063
81,11.1399999999,0.230193920135498
82,11.1599999999,0.23024395823478694
83,11.1799999999,0.23029867529869075
84,11.1999999999,0.23020172834396357
85,11.2199999999,0.2302350771427154
86,11.2399999999,0.23030248999595637
87,11.2599999999,0.23020682454109187
88,11.2799999999,0.2302244079113006
89,11.2999999999,0.23030430793762202
90,11.3199999999,0.23021761298179622
91,11.3399999999,0.2302154672145843
92,11.3599999999,0.23029894351959224
93,11.3799999999,0.23023185849189753
94,11.3999999999,0.23020709276199336
95,11.4199999999,0.23029146313667292
96,11.4399999999,0.2302471768856048
97,11.4599999999,0.2302026224136352
98,11.4799999999,0.23028130054473872
99,11.4999999999,0.2302576375007629
100,11.5199999999,0.23020178794860835
101,11.5399999999,0.23027414798736567
102,11.5599999999,0.23026759147644038
103,11.5799999999,0.2301985096931457
104,11.5999999999,0.23026508808135981
105,11.6199999999,0.23027855873107905
106,11.6399999999,0.23019928455352778
107,11.6599999999,0.23025489568710322
108,11.6799999999,0.23028505563735957
109,11.6999999999,0.2302041125297546
110,11.7199999999,0.23024315357208247
111,11.7399999999,0.23028994321823115
112,11.7599999999,0.23021192073822017
113,11.7799999999,0.23023418307304377
114,11.7999999999,0.23028851270675654
115,11.8199999999,0.2302195799350738
116,11.8399999999,0.23022840142250056
117,11.8599999999,0.23028857231140132
118,11.8799999999,0.2302266132831573
119,11.8999999999,0.2302202951908111
120,11.9199999999,0.2302871716022491
121,11.9399999999,0.2302363288402557
122,11.9599999999,0.23021460294723506
123,11.9799999999,0.23028237342834468
124,11.9999999999,0.23024613380432124
125,12.0199999999,0.2302106094360351
126,12.0399999999,0.23027486324310298
127,12.0599999999,0.23025674343109126
128,12.0799999999,0.23020998358726497
129,12.0999999999,0.23026648879051204
130,12.1199999999,0.23026264429092402
131,12.1399999999,0.23021096706390376
132,12.1599999999,0.23026064753532405
133,12.1799999999,0.23026920080184932
134,12.1999999999,0.23021066904067988
135,12.2199999999,0.23025283932685847
136,12.2399999999,0.23027569770812983
137,12.2599999999,0.23021317243576045
138,12.2799999999,0.23024538874626155
139,12.2999999999,0.23027930378913875
140,12.3199999999,0.23021749377250667
141,12.3399999999,0.23023758053779597
142,12.3599999999,0.23028043627738948
143,12.3799999999,0.23022503376007075
144,12.3999999999,0.23023200750350947
145,12.4199999999,0.23027781367301936
146,12.4399999999,0.2302307260036468
147,12.4599999999,0.23022869944572444
148,12.4799999999,0.23027644276618953
149,12.4999999999,0.23023719310760493
150,12.5199999999,0.23022318601608271
151,12.5399999999,0.23027340292930598
152,12.5599999999,0.230245269536972
153,12.5799999999,0.23021955013275142
154,12.5999999999,0.23026929020881648
155,12.6199999999,0.23025280952453608
156,12.6399999999,0.23021680831909175
157,12.6599999999,0.230263180732727
158,12.6799999999,0.2302600514888763
159,12.6999999999,0.23021761298179622
160,12.7199999999,0.23025722026824946
161,12.7399999999,0.23026329994201655
162,12.7599999999,0.23021868586540217
163,12.7799999999,0.2302532863616943
164,12.7999999999,0.23026717424392695
165,12.8199999999,0.23022017598152156
166,12.8399999999,0.23024711728096003
167,12.8599999999,0.23027009487152095
168,12.8799999999,0.23022387146949763
169,12.8999999998,0.2302413952350616
170,12.9199999998,0.23027182340621943
171,12.9399999998,0.23022861003875728
172,12.9599999998,0.2302351069450378
173,12.9799999998,0.23027122735977168
174,12.9999999998,0.23023543477058406
175,13.0199999998,0.23023129224777217
176,13.0399999998,0.2302687239646911
177,13.0599999998,0.23023978590965266
178,13.0799999998,0.23022866964340205
179,13.0999999998,0.23026741266250605
180,13.1199999998,0.2302450013160705
181,13.1399999998,0.2302254211902618
182,13.1599999998,0.2302641642093658
183,13.1799999998,0.23025048494338984
184,13.1999999998,0.23022387146949763
185,13.2199999998,0.23026043891906733
186,13.2399999998,0.23025581955909724
187,13.2599999998,0.23022312641143794
188,13.2799999998,0.23025486588478083
189,13.2999999998,0.230260260105133
190,13.3199999998,0.23022545099258418
191,13.3399999998,0.23025018692016597
192,13.3599999998,0.2302619588375091
193,13.3799999998,0.2302268815040588
194,13.3999999998,0.23024681925773616
195,13.4199999998,0.2302644026279449
196,13.4399999998,0.23022917628288264
197,13.4599999998,0.23024217009544368
198,13.4799999998,0.2302653563022613
199,13.4999999998,0.23023260354995723
200,13.5199999998,0.23023829579353328
201,13.5399999998,0.23026577353477473
202,13.5599999998,0.23023692488670344
203,13.5799999998,0.23023400425910945
204,13.5999999998,0.23026386618614192
205,13.6199999998,0.2302423787117004
206,13.6399999998,0.2302321863174438
